시도,화재유형,발화요인대분류,발화요인소분류,장소대분류,인명피해_발생여부,발생_월,발생_시간,발생_요일
대전광역시,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,3,23,1
경기도,"건축,구조물",기계적 요인,자동제어 실패,산업시설,0,4,0,2
서울특별시,기타(쓰레기 화재등),방화,방화,기타,0,4,0,2
부산광역시,"건축,구조물",부주의,음식물 조리중,주거,0,4,0,2
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,0,2
경기도,"건축,구조물",기계적 요인,"과열, 과부하",주거,0,4,0,2
서울특별시,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,4,1,2
전라남도,"건축,구조물",부주의,"불씨,불꽃,화원방치",기타서비스,0,4,1,2
광주광역시,"건축,구조물",미상,미상,집합시설,0,4,1,2
서울특별시,"건축,구조물",미상,미상,"판매,업무시설",0,4,1,2
경상북도,"건축,구조물",전기적 요인,미확인단락,기타서비스,0,4,1,2
서울특별시,"건축,구조물",부주의,담배꽁초,주거,0,4,1,2
광주광역시,"건축,구조물",전기적 요인,미확인단락,생활서비스,0,4,2,2
경기도,"건축,구조물",부주의,담배꽁초,생활서비스,0,4,2,2
경상북도,임야,부주의,담배꽁초,임야,0,4,2,2
충청남도,"건축,구조물",미상,미상,기타서비스,0,4,4,2
광주광역시,"건축,구조물",부주의,기타(부주의),생활서비스,0,4,4,2
경상북도,"건축,구조물",미상,미상,주거,1,4,4,2
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,5,2
강원특별자치도,기타(쓰레기 화재등),부주의,가연물 근접방치,기타,0,4,5,2
광주광역시,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,4,5,2
경기도,"건축,구조물",부주의,"불씨,불꽃,화원방치",기타서비스,0,4,6,2
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,6,2
경기도,"자동차,철도차량",전기적 요인,접촉불량에 의한 단락,"자동차,철도차량",0,4,6,2
경상남도,"건축,구조물",전기적 요인,반단선,산업시설,0,4,6,2
전라남도,"건축,구조물",전기적 요인,미확인단락,산업시설,0,4,6,2
광주광역시,"건축,구조물",전기적 요인,미확인단락,기타서비스,0,4,6,2
경상남도,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,4,6,2
광주광역시,"건축,구조물",부주의,담배꽁초,주거,0,4,6,2
경기도,"건축,구조물",부주의,가연물 근접방치,기타서비스,0,4,7,2
경기도,"건축,구조물",부주의,가연물 근접방치,산업시설,0,4,8,2
경상남도,"건축,구조물",기계적 요인,노후,주거,0,4,8,2
인천광역시,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,4,8,2
경기도,기타(쓰레기 화재등),전기적 요인,절연열화에 의한 단락,기타,0,4,8,2
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,9,2
부산광역시,"건축,구조물",기계적 요인,기타(기계적요인),산업시설,0,4,9,2
충청북도,"건축,구조물",부주의,담배꽁초,기타서비스,0,4,9,2
경상북도,"건축,구조물",전기적 요인,트래킹에 의한 단락,주거,0,4,9,2
인천광역시,임야,부주의,쓰레기 소각,임야,0,4,10,2
충청남도,기타(쓰레기 화재등),기계적 요인,"과열, 과부하",기타,0,4,10,2
경기도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,11,2
서울특별시,"선박,항공기",부주의,"용접, 절단, 연마","선박,항공기",0,4,11,2
강원특별자치도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,11,2
경기도,"자동차,철도차량",부주의,"불씨,불꽃,화원방치","자동차,철도차량",0,4,11,2
충청북도,"건축,구조물",기타,기타,산업시설,0,4,11,2
경상남도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,11,2
강원특별자치도,임야,부주의,담배꽁초,임야,0,4,11,2
서울특별시,"건축,구조물",부주의,음식물 조리중,주거,0,4,11,2
강원특별자치도,"건축,구조물",부주의,"용접, 절단, 연마",주거,0,4,12,2
경기도,기타(쓰레기 화재등),부주의,기타(부주의),기타,0,4,12,2
인천광역시,"건축,구조물",부주의,담배꽁초,기타서비스,0,4,12,2
경상남도,"자동차,철도차량",기계적 요인,"오일,연료누설","자동차,철도차량",0,4,12,2
경기도,"건축,구조물",기계적 요인,"오일,연료누설",산업시설,0,4,12,2
경기도,"건축,구조물",전기적 요인,미확인단락,산업시설,0,4,12,2
강원특별자치도,"자동차,철도차량",기계적 요인,정비불량,"자동차,철도차량",0,4,12,2
경상남도,"건축,구조물",기계적 요인,자동제어 실패,산업시설,0,4,12,2
경기도,임야,부주의,담배꽁초,임야,0,4,13,2
충청북도,"건축,구조물",부주의,담배꽁초,주거,0,4,13,2
경기도,"건축,구조물",부주의,담배꽁초,기타서비스,0,4,13,2
인천광역시,"건축,구조물",부주의,담배꽁초,"판매,업무시설",0,4,13,2
서울특별시,"건축,구조물",부주의,음식물 조리중,주거,0,4,13,2
충청북도,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,4,13,2
경기도,임야,부주의,담배꽁초,임야,0,4,13,2
경기도,"건축,구조물",부주의,담배꽁초,산업시설,1,4,13,2
경기도,기타(쓰레기 화재등),전기적 요인,절연열화에 의한 단락,기타,0,4,13,2
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,13,2
광주광역시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,13,2
전북특별자치도,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,4,13,2
충청남도,"건축,구조물",부주의,"용접, 절단, 연마",산업시설,0,4,14,2
강원특별자치도,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,4,14,2
경기도,"건축,구조물",부주의,"불씨,불꽃,화원방치",기타서비스,0,4,14,2
충청남도,"건축,구조물",기계적 요인,"과열, 과부하",산업시설,0,4,14,2
인천광역시,"건축,구조물",부주의,담배꽁초,"판매,업무시설",0,4,14,2
전북특별자치도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,14,2
인천광역시,"자동차,철도차량",미상,미상,"자동차,철도차량",0,4,14,2
전라남도,임야,부주의,담배꽁초,임야,0,4,14,2
경기도,임야,부주의,담배꽁초,임야,0,4,14,2
경기도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,14,2
충청남도,기타(쓰레기 화재등),부주의,기타(부주의),기타,0,4,15,2
충청북도,"자동차,철도차량",전기적 요인,미확인단락,"자동차,철도차량",0,4,15,2
서울특별시,"자동차,철도차량",미상,미상,"자동차,철도차량",0,4,15,2
경기도,"건축,구조물",기계적 요인,"과열, 과부하",생활서비스,0,4,15,2
경기도,기타(쓰레기 화재등),부주의,"불씨,불꽃,화원방치",기타,0,4,15,2
경상북도,임야,부주의,쓰레기 소각,임야,0,4,15,2
충청북도,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,4,15,2
경기도,임야,부주의,"논,임야태우기",임야,0,4,15,2
경기도,임야,부주의,담배꽁초,임야,0,4,15,2
충청남도,"자동차,철도차량",기타,기타,"자동차,철도차량",0,4,15,2
경상북도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,16,2
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,16,2
서울특별시,"건축,구조물",방화의심,방화의심,주거,0,4,16,2
대전광역시,"건축,구조물",부주의,담배꽁초,주거,0,4,16,2
경기도,"건축,구조물",화학적 요인,화학적 발화(유증기 확산),산업시설,1,4,16,2
경상북도,"자동차,철도차량",부주의,담배꽁초,"자동차,철도차량",0,4,16,2
서울특별시,"건축,구조물",부주의,음식물 조리중,주거,0,4,16,2
충청남도,"건축,구조물",부주의,가연물 근접방치,주거,0,4,16,2
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,16,2
경상북도,임야,부주의,기타(부주의),임야,0,4,16,2
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,17,2
강원특별자치도,"자동차,철도차량",기타,기타,"자동차,철도차량",0,4,17,2
인천광역시,"건축,구조물",전기적 요인,절연열화에 의한 단락,"판매,업무시설",0,4,17,2
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,18,2
강원특별자치도,임야,미상,미상,임야,0,4,18,2
경상북도,"건축,구조물",기계적 요인,"과열, 과부하",생활서비스,0,4,18,2
경기도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,18,2
서울특별시,"건축,구조물",부주의,담배꽁초,기타서비스,0,4,18,2
광주광역시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,18,2
전북특별자치도,"건축,구조물",전기적 요인,트래킹에 의한 단락,주거,0,4,18,2
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,18,2
경기도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,18,2
전북특별자치도,"건축,구조물",부주의,담배꽁초,"판매,업무시설",0,4,18,2
경기도,"건축,구조물",부주의,음식물 조리중,주거,0,4,18,2
충청북도,"건축,구조물",부주의,음식물 조리중,주거,0,4,18,2
울산광역시,"건축,구조물",부주의,담배꽁초,주거,0,4,18,2
부산광역시,"건축,구조물",부주의,음식물 조리중,생활서비스,0,4,19,2
경상남도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,19,2
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,19,2
경상북도,"건축,구조물",부주의,담배꽁초,산업시설,0,4,19,2
경기도,기타(쓰레기 화재등),부주의,"불씨,불꽃,화원방치",기타,0,4,19,2
대전광역시,"건축,구조물",전기적 요인,과부하/과전류,산업시설,0,4,19,2
전북특별자치도,"건축,구조물",전기적 요인,기타(전기적요인),산업시설,0,4,20,2
서울특별시,"자동차,철도차량",전기적 요인,트래킹에 의한 단락,"자동차,철도차량",0,4,20,2
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,20,2
경상북도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,20,2
대전광역시,"건축,구조물",부주의,담배꽁초,주거,0,4,20,2
부산광역시,"건축,구조물",방화의심,방화의심,생활서비스,0,4,20,2
충청남도,"건축,구조물",기타,기타,주거,0,4,20,2
제주특별자치도,"자동차,철도차량",부주의,담배꽁초,"자동차,철도차량",0,4,21,2
경기도,임야,부주의,폭죽놀이,임야,0,4,21,2
광주광역시,"자동차,철도차량",전기적 요인,절연열화에 의한 단락,"자동차,철도차량",0,4,21,2
서울특별시,기타(쓰레기 화재등),미상,미상,기타,0,4,22,2
경상남도,"건축,구조물",미상,미상,"판매,업무시설",0,4,22,2
서울특별시,"건축,구조물",부주의,가연물 근접방치,주거,0,4,22,2
충청북도,"건축,구조물",전기적 요인,"누전,지락",주거,0,4,22,2
전라남도,"건축,구조물",부주의,음식물 조리중,산업시설,0,4,22,2
경기도,"건축,구조물",부주의,담배꽁초,생활서비스,0,4,23,2
서울특별시,"건축,구조물",부주의,"불씨,불꽃,화원방치",주거,0,4,23,2
강원특별자치도,"건축,구조물",전기적 요인,반단선,기타서비스,0,4,23,2
인천광역시,"건축,구조물",부주의,가연물 근접방치,주거,0,4,23,2
경상남도,"자동차,철도차량",기계적 요인,기타(기계적요인),"자동차,철도차량",0,4,23,2
대구광역시,"건축,구조물",전기적 요인,"압착,손상에 의한 단락","의료,복지시설",0,4,0,3
경상북도,"건축,구조물",미상,미상,주거,0,4,0,3
경상남도,"건축,구조물",미상,미상,주거,0,4,0,3
대구광역시,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,4,0,3
경기도,기타(쓰레기 화재등),전기적 요인,"압착,손상에 의한 단락",기타,0,4,0,3
대구광역시,"건축,구조물",부주의,기타(부주의),주거,0,4,0,3
경기도,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,4,0,3
충청남도,"건축,구조물",기타,기타,주거,0,4,0,3
전라남도,"건축,구조물",부주의,음식물 조리중,주거,0,4,1,3
경기도,"건축,구조물",화학적 요인,화학적 폭발,산업시설,0,4,1,3
경상남도,"건축,구조물",전기적 요인,미확인단락,산업시설,0,4,2,3
서울특별시,"건축,구조물",부주의,불장난,"판매,업무시설",0,4,3,3
경상북도,"건축,구조물",기계적 요인,"과열, 과부하",산업시설,0,4,4,3
서울특별시,"건축,구조물",부주의,담배꽁초,주거,0,4,4,3
대전광역시,기타(쓰레기 화재등),화학적 요인,자연발화,기타,0,4,4,3
전라남도,"건축,구조물",전기적 요인,기타(전기적요인),기타서비스,0,4,5,3
경기도,"건축,구조물",부주의,"불씨,불꽃,화원방치",산업시설,0,4,6,3
충청남도,"건축,구조물",전기적 요인,미확인단락,산업시설,1,4,6,3
경상남도,"건축,구조물",전기적 요인,절연열화에 의한 단락,"판매,업무시설",0,4,6,3
전라남도,"건축,구조물",부주의,기타(부주의),주거,0,4,6,3
대구광역시,"건축,구조물",전기적 요인,미확인단락,주거,0,4,7,3
경상남도,"건축,구조물",전기적 요인,트래킹에 의한 단락,산업시설,0,4,7,3
경상남도,"건축,구조물",부주의,"용접, 절단, 연마",기타서비스,0,4,7,3
광주광역시,"건축,구조물",부주의,음식물 조리중,주거,0,4,8,3
부산광역시,"건축,구조물",부주의,"용접, 절단, 연마",산업시설,0,4,8,3
경기도,"건축,구조물",전기적 요인,"압착,손상에 의한 단락","판매,업무시설",0,4,8,3
전라남도,"건축,구조물",부주의,음식물 조리중,주거,0,4,8,3
경상남도,"건축,구조물",부주의,쓰레기 소각,산업시설,0,4,9,3
전라남도,임야,부주의,"논,임야태우기",임야,0,4,9,3
경상남도,기타(쓰레기 화재등),부주의,가연물 근접방치,기타,0,4,9,3
충청남도,기타(쓰레기 화재등),부주의,"용접, 절단, 연마",기타,0,4,9,3
서울특별시,"건축,구조물",부주의,가연물 근접방치,주거,0,4,10,3
경상남도,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,4,10,3
강원특별자치도,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,4,10,3
경기도,"건축,구조물",부주의,"용접, 절단, 연마",산업시설,0,4,10,3
제주특별자치도,"건축,구조물",미상,미상,산업시설,0,4,10,3
경상남도,임야,부주의,"용접, 절단, 연마",임야,0,4,10,3
경기도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,11,3
강원특별자치도,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,4,11,3
전라남도,임야,부주의,쓰레기 소각,임야,0,4,11,3
충청북도,"자동차,철도차량",부주의,기타(부주의),"자동차,철도차량",0,4,11,3
전라남도,임야,부주의,쓰레기 소각,임야,0,4,11,3
충청남도,"건축,구조물",전기적 요인,과부하/과전류,"판매,업무시설",0,4,11,3
경상북도,임야,부주의,담배꽁초,임야,0,4,11,3
전라남도,"건축,구조물",미상,미상,기타서비스,0,4,11,3
경기도,"건축,구조물",부주의,담배꽁초,운수자동차시설,0,4,12,3
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,12,3
경기도,"건축,구조물",부주의,쓰레기 소각,산업시설,0,4,12,3
전라남도,"건축,구조물",부주의,담배꽁초,산업시설,0,4,12,3
세종특별자치시,임야,부주의,"불씨,불꽃,화원방치",임야,0,4,12,3
대전광역시,"건축,구조물",부주의,"용접, 절단, 연마",산업시설,0,4,12,3
경상남도,기타(쓰레기 화재등),부주의,기타(부주의),기타,0,4,12,3
경상북도,"건축,구조물",부주의,기타(부주의),주거,0,4,12,3
인천광역시,"건축,구조물",부주의,기타(부주의),생활서비스,0,4,12,3
경상북도,"건축,구조물",부주의,담배꽁초,기타서비스,0,4,13,3
경기도,기타(쓰레기 화재등),부주의,"불씨,불꽃,화원방치",기타,0,4,13,3
서울특별시,"건축,구조물",부주의,음식물 조리중,주거,0,4,13,3
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,13,3
경기도,"건축,구조물",부주의,담배꽁초,주거,0,4,13,3
강원특별자치도,"건축,구조물",전기적 요인,접촉불량에 의한 단락,주거,0,4,13,3
전북특별자치도,기타(쓰레기 화재등),부주의,음식물 조리중,기타,0,4,13,3
강원특별자치도,"건축,구조물",전기적 요인,과부하/과전류,생활서비스,0,4,14,3
서울특별시,"건축,구조물",부주의,담배꽁초,주거,0,4,14,3
경기도,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,4,14,3
경기도,기타(쓰레기 화재등),부주의,음식물 조리중,기타,0,4,14,3
인천광역시,"건축,구조물",기계적 요인,"과열, 과부하",산업시설,0,4,14,3
광주광역시,"건축,구조물",전기적 요인,기타(전기적요인),산업시설,0,4,14,3
경기도,임야,부주의,"논,임야태우기",임야,0,4,14,3
경기도,"건축,구조물",부주의,담배꽁초,산업시설,0,4,14,3
부산광역시,"건축,구조물",부주의,"불씨,불꽃,화원방치","판매,업무시설",0,4,14,3
충청남도,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,4,14,3
경상북도,"건축,구조물",부주의,담배꽁초,주거,0,4,14,3
경기도,임야,부주의,담배꽁초,임야,0,4,14,3
경상남도,기타(쓰레기 화재등),부주의,"논,임야태우기",기타,0,4,14,3
전라남도,임야,부주의,"불씨,불꽃,화원방치",임야,0,4,15,3
경기도,임야,부주의,담배꽁초,임야,0,4,15,3
경기도,"건축,구조물",부주의,"용접, 절단, 연마",산업시설,0,4,15,3
경상북도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,15,3
부산광역시,"건축,구조물",부주의,음식물 조리중,주거,0,4,15,3
강원특별자치도,"건축,구조물",부주의,"불씨,불꽃,화원방치",산업시설,0,4,15,3
충청남도,기타(쓰레기 화재등),부주의,기타(부주의),기타,0,4,15,3
충청남도,"건축,구조물",부주의,기타(부주의),교육시설,0,4,15,3
서울특별시,"건축,구조물",부주의,"불씨,불꽃,화원방치",주거,0,4,16,3
대구광역시,"건축,구조물",부주의,"불씨,불꽃,화원방치",생활서비스,0,4,16,3
대구광역시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,16,3
경상북도,"건축,구조물",전기적 요인,과부하/과전류,주거,0,4,16,3
대구광역시,"자동차,철도차량",전기적 요인,절연열화에 의한 단락,"자동차,철도차량",0,4,16,3
강원특별자치도,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,4,16,3
경기도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,16,3
경기도,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,4,16,3
경기도,"건축,구조물",부주의,담배꽁초,생활서비스,0,4,16,3
경기도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,16,3
충청남도,임야,부주의,담배꽁초,임야,0,4,16,3
경기도,"건축,구조물",부주의,담배꽁초,"판매,업무시설",0,4,16,3
경상남도,임야,부주의,"불씨,불꽃,화원방치",임야,0,4,17,3
충청북도,"자동차,철도차량",전기적 요인,절연열화에 의한 단락,"자동차,철도차량",0,4,17,3
전북특별자치도,"건축,구조물",화학적 요인,자연발화,산업시설,0,4,17,3
강원특별자치도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,18,3
경기도,"건축,구조물",전기적 요인,접촉불량에 의한 단락,기타서비스,0,4,18,3
경기도,"자동차,철도차량",전기적 요인,미확인단락,"자동차,철도차량",0,4,18,3
대전광역시,"건축,구조물",부주의,음식물 조리중,주거,0,4,18,3
부산광역시,"건축,구조물",방화,방화,주거,0,4,18,3
대구광역시,"자동차,철도차량",미상,미상,"자동차,철도차량",0,4,18,3
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,18,3
충청북도,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,4,18,3
경기도,"건축,구조물",부주의,담배꽁초,산업시설,0,4,18,3
경기도,"건축,구조물",기계적 요인,기타(기계적요인),산업시설,0,4,18,3
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,19,3
대구광역시,"건축,구조물",부주의,기타(부주의),생활서비스,0,4,19,3
강원특별자치도,"건축,구조물",기계적 요인,"과열, 과부하",주거,0,4,19,3
서울특별시,"자동차,철도차량",미상,미상,"자동차,철도차량",0,4,19,3
경기도,임야,부주의,담배꽁초,임야,0,4,19,3
충청북도,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,4,19,3
경기도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,19,3
전북특별자치도,"건축,구조물",전기적 요인,접촉불량에 의한 단락,주거,0,4,19,3
강원특별자치도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,19,3
충청남도,기타(쓰레기 화재등),부주의,"불씨,불꽃,화원방치",기타,0,4,19,3
전북특별자치도,"건축,구조물",미상,미상,기타서비스,0,4,19,3
전라남도,"건축,구조물",화학적 요인,자연발화,산업시설,0,4,20,3
충청남도,"자동차,철도차량",전기적 요인,미확인단락,"자동차,철도차량",0,4,20,3
경상남도,기타(쓰레기 화재등),부주의,"불씨,불꽃,화원방치",기타,0,4,20,3
인천광역시,"건축,구조물",부주의,담배꽁초,주거,0,4,20,3
경상남도,"건축,구조물",전기적 요인,미확인단락,기타서비스,0,4,20,3
서울특별시,"건축,구조물",부주의,음식물 조리중,주거,0,4,20,3
전북특별자치도,기타(쓰레기 화재등),전기적 요인,미확인단락,기타,0,4,20,3
경기도,"건축,구조물",부주의,담배꽁초,생활서비스,0,4,20,3
전북특별자치도,"건축,구조물",전기적 요인,절연열화에 의한 단락,주거,0,4,20,3
충청북도,"건축,구조물",전기적 요인,트래킹에 의한 단락,산업시설,0,4,21,3
경상남도,"건축,구조물",부주의,음식물 조리중,생활서비스,0,4,21,3
경기도,"건축,구조물",전기적 요인,미확인단락,주거,0,4,21,3
강원특별자치도,"건축,구조물",부주의,"불씨,불꽃,화원방치","판매,업무시설",0,4,21,3
전북특별자치도,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,4,21,3
경기도,"건축,구조물",전기적 요인,절연열화에 의한 단락,생활서비스,0,4,21,3
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,21,3
제주특별자치도,기타(쓰레기 화재등),미상,미상,기타,0,4,22,3
경상북도,"건축,구조물",미상,미상,주거,0,4,22,3
경기도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,22,3
경기도,"건축,구조물",부주의,쓰레기 소각,산업시설,0,4,22,3
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,22,3
경기도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,22,3
경기도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,23,3
경기도,"건축,구조물",전기적 요인,절연열화에 의한 단락,주거,0,4,23,3
경기도,"건축,구조물",기계적 요인,"오일,연료누설",산업시설,0,4,0,4
강원특별자치도,"건축,구조물",부주의,담배꽁초,주거,0,4,0,4
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,0,4
경상남도,"자동차,철도차량",부주의,"불씨,불꽃,화원방치","자동차,철도차량",0,4,0,4
경기도,"자동차,철도차량",전기적 요인,절연열화에 의한 단락,"자동차,철도차량",0,4,0,4
경기도,"건축,구조물",부주의,담배꽁초,주거,0,4,1,4
경상남도,"건축,구조물",기타,기타,산업시설,0,4,1,4
광주광역시,"건축,구조물",부주의,"불씨,불꽃,화원방치",생활서비스,0,4,1,4
인천광역시,"건축,구조물",부주의,담배꽁초,"판매,업무시설",0,4,1,4
부산광역시,"건축,구조물",부주의,음식물 조리중,"판매,업무시설",0,4,1,4
충청북도,"건축,구조물",미상,미상,산업시설,0,4,2,4
경상남도,"건축,구조물",전기적 요인,"압착,손상에 의한 단락",생활서비스,0,4,2,4
경기도,"건축,구조물",전기적 요인,과부하/과전류,생활서비스,0,4,2,4
경상남도,"건축,구조물",전기적 요인,미확인단락,산업시설,0,4,2,4
서울특별시,"자동차,철도차량",가스누출(폭발),가스누출(폭발),"자동차,철도차량",0,4,2,4
대전광역시,"건축,구조물",부주의,음식물 조리중,주거,0,4,2,4
강원특별자치도,"건축,구조물",전기적 요인,미확인단락,주거,1,4,3,4
충청북도,"건축,구조물",전기적 요인,미확인단락,산업시설,0,4,3,4
경기도,"건축,구조물",기계적 요인,"과열, 과부하","판매,업무시설",0,4,3,4
제주특별자치도,"건축,구조물",미상,미상,주거,1,4,3,4
서울특별시,"건축,구조물",부주의,가연물 근접방치,주거,0,4,3,4
경기도,"건축,구조물",방화의심,방화의심,주거,0,4,4,4
경기도,"건축,구조물",전기적 요인,미확인단락,"판매,업무시설",0,4,4,4
경기도,기타(쓰레기 화재등),부주의,"불씨,불꽃,화원방치",기타,0,4,4,4
경상남도,"건축,구조물",부주의,"불씨,불꽃,화원방치",기타서비스,0,4,5,4
대구광역시,"자동차,철도차량",전기적 요인,접촉불량에 의한 단락,"자동차,철도차량",0,4,5,4
충청북도,"건축,구조물",부주의,담배꽁초,산업시설,0,4,6,4
경상북도,"건축,구조물",부주의,"불씨,불꽃,화원방치",기타서비스,0,4,7,4
충청남도,"건축,구조물",부주의,기타(부주의),산업시설,0,4,7,4
강원특별자치도,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,4,7,4
부산광역시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,7,4
충청남도,"건축,구조물",기계적 요인,역화,산업시설,0,4,8,4
광주광역시,기타(쓰레기 화재등),부주의,불장난,기타,0,4,8,4
전북특별자치도,"건축,구조물",기타,기타,주거,1,4,8,4
경기도,"건축,구조물",부주의,담배꽁초,주거,0,4,8,4
강원특별자치도,"건축,구조물",전기적 요인,미확인단락,산업시설,0,4,8,4
경기도,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,4,8,4
인천광역시,"건축,구조물",부주의,담배꽁초,주거,1,4,8,4
경상남도,"건축,구조물",미상,미상,주거,0,4,8,4
부산광역시,"건축,구조물",전기적 요인,미확인단락,주거,0,4,9,4
경기도,"건축,구조물",전기적 요인,기타(전기적요인),주거,0,4,9,4
경상북도,"건축,구조물",부주의,담배꽁초,"판매,업무시설",0,4,9,4
충청남도,"건축,구조물",부주의,"논,임야태우기",산업시설,0,4,9,4
전북특별자치도,"건축,구조물",전기적 요인,절연열화에 의한 단락,"판매,업무시설",0,4,9,4
전북특별자치도,"자동차,철도차량",전기적 요인,절연열화에 의한 단락,"자동차,철도차량",0,4,9,4
대구광역시,"건축,구조물",부주의,"용접, 절단, 연마",기타서비스,0,4,9,4
경상북도,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,4,9,4
경상북도,기타(쓰레기 화재등),부주의,"논,임야태우기",기타,0,4,10,4
대구광역시,"건축,구조물",부주의,기타(부주의),산업시설,0,4,10,4
충청북도,"건축,구조물",전기적 요인,기타(전기적요인),주거,0,4,10,4
인천광역시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,4,10,4
충청남도,"건축,구조물",화학적 요인,화학적 발화(유증기 확산),주거,0,4,10,4
경기도,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,4,10,4
경상남도,"건축,구조물",부주의,기타(부주의),주거,0,4,10,4
충청남도,"자동차,철도차량",기타,기타,"자동차,철도차량",0,4,10,4
경상북도,임야,부주의,담배꽁초,임야,0,4,10,4
전북특별자치도,"건축,구조물",부주의,쓰레기 소각,기타서비스,0,4,11,4
충청남도,"건축,구조물",부주의,"논,임야태우기",기타서비스,0,4,11,4
전북특별자치도,"건축,구조물",전기적 요인,"누전,지락",기타서비스,0,4,11,4
충청남도,"건축,구조물",전기적 요인,미확인단락,주거,0,4,11,4
충청남도,임야,부주의,기타(부주의),임야,0,4,11,4
광주광역시,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,4,11,4
충청남도,임야,부주의,기타(부주의),임야,1,4,12,4
전라남도,"건축,구조물",기계적 요인,"과열, 과부하",산업시설,0,4,12,4
