위도,경도,정류소ID,정류소명,정류소번호,수집일시,위치구분
35.91212,128.65629,DGB7011033800,도동제1경로당앞,1611,2026-07-02,동구
35.91583,128.65968,DGB7011033900,갓골건너,1613,2026-07-02,동구
35.91575,128.65971,DGB7011034000,갓골앞,1612,2026-07-02,동구
35.87148,128.63376,DGB7011034100,효신초등학교앞,20365,2026-07-02,수성구
35.87034,128.73147,DGB7011034300,송정삼거리2,1293,2026-07-02,동구
35.87883,128.68622,DGB7011034400,용계동2,1069,2026-07-02,동구
35.88358,128.69253,DGB7011034500,조일고등학교(종점),3588,2026-07-02,동구
35.93152,128.67423,DGB7011034900,삼육구가든앞,1618,2026-07-02,동구
35.93146,128.67421,DGB7011035000,삼육구가든건너,1617,2026-07-02,동구
35.96281,128.63119,DGB7011035100,화전동2,20443,2026-07-02,동구
35.87873,128.6861,DGB7011035300,용계동1,1068,2026-07-02,동구
35.87521,128.62343,DGB7011035500,신천3동행정복지센터앞,20815,2026-07-02,동구
35.87668,128.67413,DGB7011035600,방촌맨션앞,20601,2026-07-02,동구
35.99254,128.66532,DGB7011035700,팔공학생야영장앞,3596,2026-07-02,동구
35.90263,128.67201,DGB7011035800,K2관사입구(종점),3597,2026-07-02,동구
35.9451,128.64732,DGB7011035900,공산댐앞,20451,2026-07-02,동구
35.97051,128.72605,DGB7011036000,갓바위,20433,2026-07-02,동구
35.89674,128.67157,DGB7011036100,구둔산,1599,2026-07-02,동구
35.98815,128.69468,DGB7011036300,동화시설집단지구(종점)2(대구시민안전테마파크),1607,2026-07-02,동구
35.92967,128.67032,DGB7011037700,다리골,1616,2026-07-02,동구
35.88096,128.64093,DGB7011037800,태왕메트로시티건너,20667,2026-07-02,동구
35.86579,128.71464,DGB7011037900,반야월역(3번출구),20506,2026-07-02,동구
35.86753,128.72309,DGB7011038000,각산역(2번출구),1291,2026-07-02,동구
35.86754,128.7225,DGB7011038100,각산역(1번출구),20585,2026-07-02,동구
35.8661,128.71473,DGB7011038200,반야월역(4번출구)2,2919,2026-07-02,동구
35.90122,128.68568,DGB7011038600,경주최씨종가2,1595,2026-07-02,동구
35.89869,128.68397,DGB7011038700,상동마을(둔산길),20537,2026-07-02,동구
35.88485,128.65288,DGB7011038900,대구동촌유치원,1584,2026-07-02,동구
35.88846,128.64543,DGB7011039000,동촌해성아파트앞,181,2026-07-02,동구
35.96317,128.73988,DGB7011039100,큰마을,20428,2026-07-02,동구
35.95848,128.71488,DGB7011039200,진인동(진정마을)1,20431,2026-07-02,동구
35.98534,128.63759,DGB7011039600,중대1동회관앞,1794,2026-07-02,동구
35.98799,128.63728,DGB7011039700,한걸고정마을,1496,2026-07-02,동구
35.86624,128.70702,DGB7011039800,반야월모란1차아파트,1282,2026-07-02,동구
35.87213,128.71211,DGB7011039900,안심지구대앞,9181,2026-07-02,동구
35.866,128.70727,DGB7011040000,안심중학교건너,20505,2026-07-02,동구
35.88272,128.69077,DGB7011040100,신덕마을입구,1070,2026-07-02,동구
35.9797,128.63393,DGB7011040200,공산파출소,1497,2026-07-02,동구
35.87474,128.68402,DGB7011040400,용계삼거리4,20604,2026-07-02,동구
35.87564,128.6832,DGB7011040500,용계삼거리2,9163,2026-07-02,동구
35.87566,128.6223,DGB7011040600,대구신문사,1625,2026-07-02,동구
35.979,128.6339,DGB7011040800,중리마을,1637,2026-07-02,동구
35.94083,128.63542,DGB7011040900,팔공3차보성타운건너,1517,2026-07-02,동구
35.94086,128.636,DGB7011041000,팔공3차보성타운앞,1495,2026-07-02,동구
35.9445,128.62917,DGB7011041100,대구연경아이파크아파트건너,20447,2026-07-02,동구
35.94464,128.62934,DGB7011041200,대구연경아이파크아파트앞,20446,2026-07-02,동구
35.90343,128.63788,DGB7011041300,불로화훼단지앞,3111,2026-07-02,동구
35.96137,128.73252,DGB7011041500,대구제3예비군훈련장,20424,2026-07-02,동구
35.92199,128.64113,DGB7011041600,봉무공원건너,20572,2026-07-02,동구
35.91949,128.64135,DGB7011041800,한국폴리텍대학(영남융합기술캠퍼스),20524,2026-07-02,동구
35.92773,128.64151,DGB7011041900,원불교앞,1600,2026-07-02,동구
35.9246,128.64106,DGB7011042000,이시아폴리스더샵3단지,20571,2026-07-02,동구
35.98832,128.62474,DGB7011042100,송정동3,3036,2026-07-02,동구
35.98833,128.62489,DGB7011042200,송정동4,3037,2026-07-02,동구
35.98931,128.61869,DGB7011042500,당정마을입구,4015,2026-07-02,동구
35.99128,128.61639,DGB7011042600,팔공한마음주유소,1490,2026-07-02,동구
35.99524,128.61227,DGB7011042700,덕곡(대구선명학교),2543,2026-07-02,동구
35.99531,128.61183,DGB7011042800,덕곡(달구벌고교),20438,2026-07-02,동구
35.99256,128.6146,DGB7011042900,팔공한마음주유소건너,1491,2026-07-02,동구
35.98916,128.61854,DGB7011043000,당정마을입구건너,20439,2026-07-02,동구
35.95426,128.7023,DGB7011043100,칡골마을앞,1950,2026-07-02,동구
35.95481,128.70382,DGB7011043200,당동마을앞,751,2026-07-02,동구
35.95502,128.70393,DGB7011043300,당동마을건너,1713,2026-07-02,동구
35.95434,128.70207,DGB7011043400,칡골마을건너,1714,2026-07-02,동구
35.97765,128.63083,DGB7011043600,중리삼거리1,2425,2026-07-02,동구
35.97752,128.63056,DGB7011043700,중리삼거리2,20441,2026-07-02,동구
35.86473,128.73257,DGB7011043800,신생원건너,2520,2026-07-02,동구
35.86487,128.73265,DGB7011043900,신생원앞,20578,2026-07-02,동구
35.86492,128.72808,DGB7011044000,신서성당건너,20579,2026-07-02,동구
35.86471,128.7276,DGB7011044100,신서성당앞,2477,2026-07-02,동구
35.98447,128.62276,DGB7011044200,덕산마을앞,5059,2026-07-02,동구
35.98467,128.62283,DGB7011044300,덕산마을건너,201,2026-07-02,동구
35.97978,128.62823,DGB7011044400,상리마을앞,1197,2026-07-02,동구
35.97951,128.62876,DGB7011044500,상리마을건너,1278,2026-07-02,동구
35.86617,128.71091,DGB7011044600,안심중학교앞,2611,2026-07-02,동구
35.87803,128.65552,DGB7011044700,동촌유원지,20664,2026-07-02,동구
35.88031,128.65215,DGB7011044900,아양아트센터건너,9194,2026-07-02,동구
35.88746,128.62491,DGB7011045000,신암보성아파트앞,2387,2026-07-02,동구
35.9582,128.71461,DGB7011045100,진인동(진정마을)2,20422,2026-07-02,동구
35.95991,128.72501,DGB7011045200,모래정마을앞,2492,2026-07-02,동구
35.96006,128.72495,DGB7011045300,모래정마을건너,2507,2026-07-02,동구
35.98961,128.66879,DGB7011045600,팔공학생야영장입구앞,2661,2026-07-02,동구
35.98979,128.66903,DGB7011045700,팔공학생야영장입구건너,2587,2026-07-02,동구
35.99241,128.67361,DGB7011045800,부인사건너,1981,2026-07-02,동구
35.99271,128.6739,DGB7011045900,부인사앞,1944,2026-07-02,동구
35.99266,128.68133,DGB7011046000,수태골건너,1967,2026-07-02,동구
35.99274,128.68141,DGB7011046100,수태골앞,2455,2026-07-02,동구
35.88383,128.63461,DGB7011046200,전기안전공사앞,20653,2026-07-02,동구
35.88392,128.63494,DGB7011046300,전기안전공사건너,20654,2026-07-02,동구
35.86482,128.71374,DGB7011046400,반야월역(2번출구),693,2026-07-02,동구
35.86386,128.69455,DGB7011046500,율하휴먼시아6단지앞,20511,2026-07-02,동구
35.86378,128.69376,DGB7011046600,율하휴먼시아6단지건너,9183,2026-07-02,동구
35.86349,128.69905,DGB7011046700,율하휴먼시아8단지앞,20510,2026-07-02,동구
35.86516,128.70136,DGB7011046800,율원초등학교앞,20509,2026-07-02,동구
35.86503,128.70154,DGB7011046900,율원초등학교건너,1936,2026-07-02,동구
35.86328,128.69903,DGB7011047000,율하휴먼시아9단지앞,20512,2026-07-02,동구
35.86903,128.69171,DGB7011047100,율하역(2번출구),20500,2026-07-02,동구
35.87628,128.68463,DGB7011047200,신평동2,2459,2026-07-02,동구
35.87687,128.68462,DGB7011047300,신평동1,2463,2026-07-02,동구
35.95861,128.68454,DGB7011047400,중심마을2,2686,2026-07-02,동구
35.8682,128.69175,DGB7011047500,율하근린공원건너,2687,2026-07-02,동구
35.97547,128.67589,DGB7011047600,용수동1,1896,2026-07-02,동구
35.98583,128.67325,DGB7011047700,신무동2,2677,2026-07-02,동구
35.98645,128.6217,DGB7011048100,송정1동,2678,2026-07-02,동구
35.98581,128.67313,DGB7011048200,신무동1,2645,2026-07-02,동구
35.97554,128.67583,DGB7011048300,용수동2,1964,2026-07-02,동구
35.88229,128.67234,DGB7011048400,해안동행정복지센터,3159,2026-07-02,동구
35.8805,128.68785,DGB7011048500,용계동3,3160,2026-07-02,동구
35.88056,128.68782,DGB7011048600,용계동4,3161,2026-07-02,동구
35.86405,128.69052,DGB7011048700,율하휴먼시아5단지건너,20516,2026-07-02,동구
35.86396,128.69073,DGB7011048800,율하휴먼시아5단지앞,2807,2026-07-02,동구
35.92791,128.6413,DGB7011048900,불로봉무파출소,20567,2026-07-02,동구
35.90773,128.64104,DGB7011049000,팔공산IC입구,2810,2026-07-02,동구
35.88083,128.66978,DGB7011049200,대구선방촌공원,20659,2026-07-02,동구
35.9737,128.67633,DGB7011049300,부남교2,2752,2026-07-02,동구
35.96309,128.71691,DGB7011049400,진인동(양지마을)건너,2814,2026-07-02,동구
35.96444,128.71839,DGB7011049500,진인동(양지마을)앞,2815,2026-07-02,동구
35.92576,128.64159,DGB7011049700,이시아폴리스더샵2단지,20526,2026-07-02,동구
35.87847,128.7301,DGB7011049900,한국부동산원앞,2943,2026-07-02,동구
35.94397,128.63727,DGB7011050000,명산교(화성명산타운건너),20444,2026-07-02,동구
35.87946,128.73567,DGB7011050100,첨단의료산업진흥재단앞,2957,2026-07-02,동구
35.87953,128.73546,DGB7011051200,첨단의료산업진흥재단건너,2959,2026-07-02,동구
35.87942,128.73007,DGB7011051300,한국산업단지공단앞,2958,2026-07-02,동구
35.88332,128.71497,DGB7011051400,대구혁신에듀포레아파트후문앞,2973,2026-07-02,동구
35.87241,128.73357,DGB7011051500,안심역(1번출구),20583,2026-07-02,동구
35.87707,128.73519,DGB7011051600,대구경북지방병무청,20489,2026-07-02,동구
35.87418,128.71394,DGB7011051800,각산푸르지오,20588,2026-07-02,동구
35.8748,128.71387,DGB7011051900,안심효성타운,9273,2026-07-02,동구
35.88535,128.71646,DGB7011052200,새론초등학교건너,20466,2026-07-02,동구
35.8779,128.72153,DGB7011052300,이노밸리로1,2835,2026-07-02,동구
35.87774,128.72184,DGB7011052400,이노밸리로2,2841,2026-07-02,동구
35.87057,128.72398,DGB7011052500,신서롯데캐슬레전드서편앞,2834,2026-07-02,동구
35.8833,128.71474,DGB7011052600,서한이다음1차앞,20467,2026-07-02,동구
35.88517,128.7164,DGB7011052700,새론초등학교앞,20464,2026-07-02,동구
35.87027,128.72372,DGB7011052800,신서롯데캐슬레전드서편건너,2842,2026-07-02,동구
35.92239,128.64151,DGB7011052900,봉무공원앞,20525,2026-07-02,동구
35.91907,128.64094,DGB7011053000,대구섬유박물관,20573,2026-07-02,동구
35.93254,128.68396,DGB7011053100,효자강순항나무,20536,2026-07-02,동구
35.98997,128.6374,DGB7011053200,파계사입구앞,2864,2026-07-02,동구
35.98987,128.63775,DGB7011053300,파계사입구건너,2865,2026-07-02,동구
35.87213,128.68998,DGB7011053400,율하남교1,20499,2026-07-02,동구
35.96018,128.72788,DGB7011053700,양방마을건너,20423,2026-07-02,동구
35.96044,128.72821,DGB7011053800,양방마을앞,20430,2026-07-02,동구
35.96163,128.73276,DGB7011053900,대구제3예비군훈련장건너,20429,2026-07-02,동구
35.96298,128.73912,DGB7011054000,큰마을건너,20425,2026-07-02,동구
35.96334,128.74292,DGB7011054100,능성동(종점)1,20427,2026-07-02,동구
35.96318,128.74308,DGB7011054200,능성동(종점)2,20426,2026-07-02,동구
35.88073,128.73059,DGB7011054300,한국지능정보사회진흥원,2851,2026-07-02,동구
35.88144,128.7324,DGB7011054400,혁신2근린공원,2852,2026-07-02,동구
35.98329,128.63597,DGB7011054500,한걸마을앞,2870,2026-07-02,동구
35.98309,128.6358,DGB7011054700,한걸마을건너,2873,2026-07-02,동구
35.98499,128.63605,DGB7011054800,탱리마을앞,2871,2026-07-02,동구
35.98508,128.63583,DGB7011054900,탱리마을건너,2872,2026-07-02,동구
35.86867,128.62314,DGB7011055100,한국건강관리협회건너,20818,2026-07-02,수성구
35.882,128.68959,DGB7011055200,신덕마을입구앞,2882,2026-07-02,동구
35.88199,128.68936,DGB7011055400,신덕마을입구건너,20613,2026-07-02,동구
35.87848,128.7139,DGB7011055600,혁신도시입구1,20469,2026-07-02,동구
35.87842,128.7143,DGB7011055700,혁신도시입구2,9177,2026-07-02,동구
35.88075,128.71421,DGB7011055800,서한이다음2차앞,20468,2026-07-02,동구
35.88066,128.71459,DGB7011055900,서한이다음2차건너,20465,2026-07-02,동구
35.88239,128.71672,DGB7011056000,대구혁신에듀포레아파트앞,2992,2026-07-02,동구
35.88213,128.71682,DGB7011056100,대구혁신에듀포레아파트건너,3000,2026-07-02,동구
35.87849,128.72548,DGB7011056200,새론중학교앞,20496,2026-07-02,동구
35.87832,128.72535,DGB7011056300,새론중학교건너,20488,2026-07-02,동구
35.87832,128.72826,DGB7011056400,한국부동산원앞2,20495,2026-07-02,동구
35.87802,128.72824,DGB7011056500,신용보증기금앞,3004,2026-07-02,동구
35.87787,128.73259,DGB7011056600,NH농협혁신도시지점앞,20494,2026-07-02,동구
35.87761,128.73257,DGB7011056700,NH농협혁신도시지점건너,3006,2026-07-02,동구
35.87687,128.73548,DGB7011056800,한국교육학술정보원앞,3009,2026-07-02,동구
35.92509,128.63608,DGB7011056900,봉무초등학교앞,20569,2026-07-02,동구
35.92502,128.63766,DGB7011057000,봉무초등학교건너,20570,2026-07-02,동구
35.92065,128.63553,DGB7011057100,이시아폴리스롯데아울렛앞,3024,2026-07-02,동구
35.92044,128.63513,DGB7011057200,이시아폴리스롯데아울렛건너,3027,2026-07-02,동구
35.86141,128.70124,DGB7011057300,율원중학교앞,3844,2026-07-02,수성구
35.86154,128.70107,DGB7011057400,율원중학교건너,20513,2026-07-02,수성구
35.86192,128.69249,DGB7011057500,율금초등학교앞,3848,2026-07-02,수성구
35.86064,128.69517,DGB7011057600,율하체육공원앞,3849,2026-07-02,수성구
35.86088,128.69488,DGB7011057700,율하선수촌2단지앞,20514,2026-07-02,수성구
35.86191,128.69277,DGB7011057800,율금초등학교건너,3847,2026-07-02,수성구
35.87496,128.75134,DGB7011057900,숙천초교입구,20492,2026-07-02,동구
35.87463,128.74775,DGB7011058000,혁신이노힐즈아파트앞,20493,2026-07-02,동구
35.87443,128.74841,DGB7011058100,혁신이노힐즈아파트건너,3909,2026-07-02,동구
35.8749,128.75252,DGB7011058200,숙천초교입구건너,3907,2026-07-02,동구
35.88163,128.73202,DGB7011058300,한국한의학연구원앞,3910,2026-07-02,동구
35.97251,128.63001,DGB7011058400,대한수목원앞,3917,2026-07-02,동구
35.97261,128.62978,DGB7011058500,대한수목원건너,3918,2026-07-02,동구
35.8672,128.69291,DGB7011058600,율하롯데캐슬탑클래스앞,20515,2026-07-02,동구
35.86701,128.69261,DGB7011058700,율하롯데캐슬탑클래스건너,3920,2026-07-02,동구
35.88159,128.70372,DGB7011058800,대구그린파워앞,3944,2026-07-02,동구
35.88173,128.70359,DGB7011058900,대구그린파워건너,3945,2026-07-02,동구
35.98839,128.67149,DGB7011059000,신무3교(하행),3956,2026-07-02,동구
35.98829,128.67168,DGB7011059100,신무3교(상행),3955,2026-07-02,동구
35.87879,128.7157,DGB7011059200,각산비나리공원앞,20498,2026-07-02,동구
35.87862,128.7155,DGB7011059300,각산비나리공원건너,20470,2026-07-02,동구
35.87845,128.71914,DGB7011059400,나불지앞,20497,2026-07-02,동구
35.87827,128.71887,DGB7011059500,나불지건너,20471,2026-07-02,동구
35.88373,128.73154,DGB7011059600,중앙교육연수원앞,3984,2026-07-02,동구
35.88581,128.72962,DGB7011059700,한국가스공사앞,3986,2026-07-02,동구
35.88568,128.72963,DGB7011059800,한국가스공사건너,3985,2026-07-02,동구
35.88367,128.73137,DGB7011059900,한국뇌연구원앞,3987,2026-07-02,동구
35.87371,128.74969,DGB7011060000,LH10단지아파트건너,20491,2026-07-02,동구
35.87374,128.7499,DGB7011060100,LH10단지아파트앞,20490,2026-07-02,동구
35.88547,128.70628,DGB7011060300,율하천4교1,4023,2026-07-02,동구
35.88529,128.7063,DGB7011060400,율하천4교2,4024,2026-07-02,동구
35.88738,128.70534,DGB7011060500,율하천5교1,4025,2026-07-02,동구
35.88753,128.70555,DGB7011060600,율하천5교2,4026,2026-07-02,동구
35.88978,128.70252,DGB7011060700,송호지서편1,4027,2026-07-02,동구
35.88962,128.70265,DGB7011060800,송호지서편2,4028,2026-07-02,동구
35.89196,128.70308,DGB7011060900,항공교통본부앞,4029,2026-07-02,동구
35.89185,128.70326,DGB7011061000,항공교통본부건너,4030,2026-07-02,동구
35.89143,128.70832,DGB7011061100,율하천6교1,4031,2026-07-02,동구
35.89125,128.70839,DGB7011061200,율하천6교2,4032,2026-07-02,동구
35.879,128.70167,DGB7011061300,안심고가교하부1,4033,2026-07-02,동구
35.87012,128.69304,DGB7011061400,율하고가교1,4034,2026-07-02,동구
35.87674,128.65573,DGB7011061500,조양회관,4035,2026-07-02,동구
35.87683,128.75249,DGB7011061600,숙천초교앞,4041,2026-07-02,동구
35.88012,128.75232,DGB7011061700,서한이다음4차앞,4042,2026-07-02,동구
35.88274,128.75202,DGB7011061800,LH14단지아파트,4043,2026-07-02,동구
35.87988,128.75228,DGB7011061900,서한이다음4차건너,4044,2026-07-02,동구
35.87675,128.75238,DGB7011062000,숙천초교건너,4045,2026-07-02,동구
35.95532,128.71397,DGB7011062100,인산마을회관건너,4038,2026-07-02,동구
35.95536,128.71426,DGB7011062200,인산마을회관앞,4040,2026-07-02,동구
35.95054,128.72867,DGB7011062300,팔공산도림사추모공원,4039,2026-07-02,동구
35.88666,128.75908,DGB7011062400,내곡동마을회관,4053,2026-07-02,동구
35.88191,128.75364,DGB7011062500,숙천2동마을회관앞,4051,2026-07-02,동구
35.8819,128.75246,DGB7011062600,LH13단지아파트앞,4050,2026-07-02,동구
35.88193,128.75359,DGB7011062700,숙천2동마을회관건너,4052,2026-07-02,동구
35.86731,128.72938,DGB7011062800,강동초교건너,4054,2026-07-02,동구
35.86588,128.73307,DGB7011062900,영조아파트3단지앞,4069,2026-07-02,동구
35.86736,128.72917,DGB7011063000,강동초교앞,4067,2026-07-02,동구
35.86617,128.73294,DGB7011063100,안심역코오롱하늘채앞,4068,2026-07-02,동구
35.87656,128.65637,DGB7011063200,조양회관건너,4074,2026-07-02,동구
35.85991,128.69972,DGB7011063300,안심도서관1(서편),4095,2026-07-02,수성구
35.85973,128.69972,DGB7011063400,안심도서관2(서편),4096,2026-07-02,수성구
35.87387,128.72384,DGB7011063500,신서화성파크드림아파트,4131,2026-07-02,동구
35.87397,128.72406,DGB7011063600,신서그린빌아파트,4130,2026-07-02,동구
35.87789,128.72412,DGB7011063700,새론중학교남편1,20487,2026-07-02,동구
35.87788,128.72437,DGB7011063800,새론중학교남편2,4129,2026-07-02,동구
35.88481,128.71977,DGB7011063900,대구혁신LH4단지아파트,4125,2026-07-02,동구
35.88658,128.72035,DGB7011064000,대구일과학고등학교,4124,2026-07-02,동구
35.92763,128.63675,DGB7011064100,위남마을,20568,2026-07-02,동구
35.92518,128.64061,DGB7011064200,이시아폴리스더샵1단지,4136,2026-07-02,동구
35.94184,128.6328,DGB7011064300,연경뉴웰시티아파트건너,4159,2026-07-02,동구
35.9417,128.63267,DGB7011064400,연경뉴웰시티아파트앞,4158,2026-07-02,동구
35.88128,128.64315,DGB7011064500,효목1동행정복지센터,4189,2026-07-02,동구
35.88168,128.64353,DGB7011064501,효목시장(남편),4191,2026-07-02,동구
35.87901,128.64127,DGB7011064502,효목2동행정복지센터,4190,2026-07-02,동구
35.87943,128.64136,DGB7011064503,태왕메트로시티후문,4188,2026-07-02,동구
35.98656,128.62137,DGB7011064600,덕곡동,4184,2026-07-02,동구
35.94765,128.6265,DGB7011064700,팔공유치원건너,4192,2026-07-02,동구
35.94756,128.6264,DGB7011064701,팔공유치원앞,4193,2026-07-02,동구
35.94647,128.62831,DGB7011064702,팔공초중학교건너,4194,2026-07-02,동구
35.9462,128.62838,DGB7011064703,팔공초중학교앞,4195,2026-07-02,동구
35.89019,128.62679,DGB7011064800,동대구해모로웨스트아파트,4209,2026-07-02,동구
35.95557,128.68491,DGB7011064900,미곡교1,10003,2026-07-02,동구
35.95546,128.68475,DGB7011064901,미곡교2,10004,2026-07-02,동구
35.95864,128.68461,DGB7011065000,중심마을1,10005,2026-07-02,동구
35.96348,128.6842,DGB7011065100,자리미마을1,10006,2026-07-02,동구
35.96342,128.68413,DGB7011065101,자리미마을2,10007,2026-07-02,동구
35.96738,128.68124,DGB7011065102,상중심마을1,10008,2026-07-02,동구
35.96734,128.68114,DGB7011065103,상중심마을2,10009,2026-07-02,동구
35.97373,128.67644,DGB7011065200,부남교1,10010,2026-07-02,동구
35.98984,128.66882,DGB7011065300,신무교1,10011,2026-07-02,동구
35.9897,128.66874,DGB7011065301,신무교2,10012,2026-07-02,동구
35.98389,128.67379,DGB7011065400,신무1교1,8233,2026-07-02,동구
35.98395,128.67365,DGB7011065500,신무1교2,8234,2026-07-02,동구
35.96869,128.70021,DGB7011065600,도학교2,8232,2026-07-02,동구
35.96861,128.70038,DGB7011065700,도학교1,4231,2026-07-02,동구
35.98612,128.65302,DGB7011065800,용진마을건너,4230,2026-07-02,동구
35.986,128.65308,DGB7011065801,용진마을앞,4229,2026-07-02,동구
35.86285,128.73625,DGB7011065900,금강역1,8225,2026-07-02,동구
35.86274,128.73619,DGB7011066000,금강역2,8226,2026-07-02,동구
35.97927,128.67516,DGB7011066100,농연서당1,4249,2026-07-02,동구
35.97921,128.67511,DGB7011066200,농연서당2,4250,2026-07-02,동구
35.97066,128.6767,DGB7011066300,용수동당산1,4248,2026-07-02,동구
35.97066,128.6766,DGB7011066400,용수동당산2,4245,2026-07-02,동구
35.87369,128.73366,DGB7011066500,송정2교,9324,2026-07-02,동구
35.87439,128.74461,DGB7011066600,첨단임상시험센터앞,9325,2026-07-02,동구
35.87468,128.74435,DGB7011066700,첨단임상시험센터건너,9326,2026-07-02,동구
35.96565,128.70339,DGB7011066800,도장마을,9398,2026-07-02,동구
35.96681,128.70614,DGB7011066900,국가정보자원관리원,9399,2026-07-02,동구
35.88344,128.75672,DGB7011067000,내곡마을입구앞,22029,2026-07-02,동구
35.88336,128.7567,DGB7011067001,내곡마을입구건너,22028,2026-07-02,동구
35.87229,128.75062,DGB7011067100,대구한의대병원역,21883,2026-07-02,동구
35.893,128.67712,DGB7011067200,해안공영주차장북편,21888,2026-07-02,동구
35.87675,128.62762,DGB7011067300,동대구역(2번출구)건너,22089,2026-07-02,동구
35.87368,128.70292,DGB7011067400,안심뉴타운1,21905,2026-07-02,동구
35.8651,128.71619,DGB7011067500,동호공영차고지앞,9370,2026-07-02,동구
35.8652,128.71615,DGB7011067600,동호공영차고지건너,9371,2026-07-02,동구
35.95367,128.71893,DGB7011067700,인산큰마을1,9372,2026-07-02,동구
35.95366,128.71841,DGB7011067800,인산큰마을2,9373,2026-07-02,동구
35.92624,128.6687,DGB7011067900,도동복합운동장앞,9378,2026-07-02,동구
35.92621,128.66853,DGB7011068000,도동복합운동장건너,9379,2026-07-02,동구
35.90423,128.54702,DGB7021000100,농수산물도매시장건너,1226,2026-07-02,북구
35.92138,128.54591,DGB7021000200,태전중앙시장건너,20916,2026-07-02,북구
35.92097,128.54585,DGB7021000300,태전중앙시장앞,20927,2026-07-02,북구
35.9236,128.54437,DGB7021000400,태전두성타운앞,20926,2026-07-02,북구
35.92402,128.5444,DGB7021000500,태전두성타운건너,9040,2026-07-02,북구
35.92725,128.54258,DGB7021000600,대구보건대학교앞2,21701,2026-07-02,북구
35.92603,128.54301,DGB7021000700,대구보건대학교건너2,1792,2026-07-02,북구
35.93236,128.54004,DGB7021000800,칠곡대백맨션앞,20917,2026-07-02,북구
35.93322,128.53999,DGB7021000900,칠곡대백맨션건너,20918,2026-07-02,북구
35.93643,128.54132,DGB7021001000,한국도로공사건너,1221,2026-07-02,북구
35.93615,128.5409,DGB7021001100,한국도로공사앞,20689,2026-07-02,북구
35.93891,128.5418,DGB7021001200,칠곡한라타운앞,1220,2026-07-02,북구
35.93958,128.54157,DGB7021001300,칠곡한라타운건너,20688,2026-07-02,북구
35.94247,128.5425,DGB7021001400,관음변전소2,1216,2026-07-02,북구
35.94219,128.54214,DGB7021001500,관음변전소1,20687,2026-07-02,북구
35.94738,128.5469,DGB7021001600,칠곡우방타운앞(종점),1204,2026-07-02,북구
35.92986,128.54444,DGB7021001700,대구과학대학교앞,1455,2026-07-02,북구
35.9293,128.54457,DGB7021001800,대구과학대학교건너,20925,2026-07-02,북구
35.92673,128.54413,DGB7021001900,대구보건대학교앞1,1760,2026-07-02,북구
35.92709,128.54437,DGB7021002000,대구보건대학교건너1,1753,2026-07-02,북구
35.92212,128.5469,DGB7021002300,태전삼거리1,20924,2026-07-02,북구
35.92133,128.54649,DGB7021002400,태전삼거리2,20923,2026-07-02,북구
35.92631,128.54756,DGB7021002500,대구보건대학교3,20789,2026-07-02,북구
35.92683,128.54736,DGB7021002600,대구보건대학교4,20922,2026-07-02,북구
35.93378,128.54481,DGB7021002700,칠곡서한맨션앞,1467,2026-07-02,북구
35.93368,128.5439,DGB7021002800,칠곡한신아파트앞1,20920,2026-07-02,북구
35.93403,128.54154,DGB7021002900,칠곡IC 1,1486,2026-07-02,북구
35.93382,128.54179,DGB7021003000,칠곡IC 2,20919,2026-07-02,북구
35.95271,128.55405,DGB7021003100,대구스마트고등학교건너,20682,2026-07-02,북구
35.95287,128.55383,DGB7021003200,대구스마트고등학교앞,20683,2026-07-02,북구
35.95937,128.55312,DGB7021003300,동호동앞(북구),1780,2026-07-02,북구
35.95981,128.55232,DGB7021003400,동호동건너(북구),20684,2026-07-02,북구
35.95624,128.55639,DGB7021003500,경상북도인재개발원2,1793,2026-07-02,북구
35.95681,128.55821,DGB7021003600,경상북도농업인회관,1789,2026-07-02,북구
35.95656,128.55729,DGB7021003700,경상북도인재개발원1,1778,2026-07-02,북구
35.95732,128.56002,DGB7021003800,경북농업기술원앞,1777,2026-07-02,북구
35.91018,128.5486,DGB7021004000,매천중고등학교건너,20728,2026-07-02,북구
35.91002,128.5483,DGB7021004100,매천중고등학교앞,20730,2026-07-02,북구
35.91281,128.54861,DGB7021004200,대구병원앞,20767,2026-07-02,북구
35.9154,128.54854,DGB7021004300,두성파크아파트앞,1222,2026-07-02,북구
35.91814,128.54807,DGB7021004400,태전역1,20788,2026-07-02,북구
35.92987,128.54811,DGB7021004500,대구과학대학교1,20790,2026-07-02,북구
35.93027,128.54789,DGB7021004600,대구과학대학교2,20921,2026-07-02,북구
35.93568,128.54894,DGB7021004700,대구은행칠곡지점건너,1788,2026-07-02,북구
35.93648,128.54889,DGB7021004800,대구은행칠곡지점앞,20795,2026-07-02,북구
35.93993,128.55005,DGB7021004900,칠곡동화아파트건너,2224,2026-07-02,북구
35.9397,128.54974,DGB7021005000,칠곡동화아파트앞,20800,2026-07-02,북구
35.94321,128.5509,DGB7021005100,칠곡시장앞,20478,2026-07-02,북구
35.94314,128.55063,DGB7021005200,칠곡시장건너,20762,2026-07-02,북구
35.94622,128.55134,DGB7021005300,대구칠곡초등학교앞,20479,2026-07-02,북구
35.94757,128.55145,DGB7021005400,칠곡중학교앞(칠곡향교앞),20686,2026-07-02,북구
35.94937,128.55256,DGB7021005500,칠곡중학교건너(칠곡향교건너),20681,2026-07-02,북구
