위도,경도,정류소ID,정류소명,정류소번호,수집일시,위치구분
35.85757,128.5744,DGB7051000400,대구보건고등학교건너,1223,2026-07-02,남구
35.85436,128.57382,DGB7051000500,두류동우체국앞,1003,2026-07-02,남구
35.85515,128.59081,DGB7051000600,경북예고건너,2236,2026-07-02,남구
35.85562,128.5905,DGB7051000700,경북예고앞,2221,2026-07-02,남구
35.83597,128.55627,DGB7051000800,서부정류장(관문시장건너),571,2026-07-02,달서구
35.83625,128.55659,DGB7051000900,서부정류장(관문시장앞),2142,2026-07-02,달서구
35.83484,128.55578,DGB7051001000,한영한마음아동병원앞,20029,2026-07-02,달서구
35.8281,128.56111,DGB7051001100,앞산궁도장앞,987,2026-07-02,달서구
35.83194,128.57717,DGB7051001200,대덕문화전당앞,21204,2026-07-02,남구
35.83197,128.56474,DGB7051001300,앞산빨래터공원,21215,2026-07-02,달서구
35.83903,128.56394,DGB7051001400,대명역(2번출구),5188,2026-07-02,달서구
35.83841,128.56033,DGB7051001500,대구공공시설관리공단앞,2354,2026-07-02,달서구
35.83818,128.56056,DGB7051001600,대구공공시설관리공단건너,2143,2026-07-02,달서구
35.83317,128.55856,DGB7051001700,성명119안전센터건너1,589,2026-07-02,달서구
35.83308,128.55931,DGB7051001800,성명119안전센터앞,20709,2026-07-02,달서구
35.83388,128.56072,DGB7051001900,한마음주유소앞,20710,2026-07-02,달서구
35.83435,128.56129,DGB7051002000,한마음주유소건너,20707,2026-07-02,달서구
35.83483,128.56555,DGB7051002100,대명6동행정복지센터건너,772,2026-07-02,달서구
35.83494,128.56579,DGB7051002200,대명6동행정복지센터앞,20706,2026-07-02,달서구
35.83483,128.57013,DGB7051002300,대덕천주교회1,20711,2026-07-02,남구
35.83494,128.57063,DGB7051002400,대덕천주교회2,21864,2026-07-02,남구
35.83453,128.57138,DGB7051002500,대덕천주교회3,764,2026-07-02,남구
35.83287,128.5714,DGB7051002700,앞산별자리체험학습장1,763,2026-07-02,남구
35.83535,128.57132,DGB7051002800,대덕천주교회4,766,2026-07-02,남구
35.83762,128.5714,DGB7051002900,KT남대구지사앞2,5070,2026-07-02,남구
35.83861,128.57137,DGB7051003000,KT남대구지사건너2,1630,2026-07-02,남구
35.83936,128.56518,DGB7051003100,대명역(1번출구),2178,2026-07-02,달서구
35.83934,128.56773,DGB7051003200,대명초등학교앞,2179,2026-07-02,남구
35.83958,128.5686,DGB7051003300,대명초등학교건너,20031,2026-07-02,남구
35.83925,128.57219,DGB7051003400,KT남대구지사앞1,2180,2026-07-02,남구
35.83939,128.57256,DGB7051003500,KT남대구지사건너1,2175,2026-07-02,남구
35.83898,128.57532,DGB7051003600,안지랑네거리1,20030,2026-07-02,남구
35.83922,128.57526,DGB7051003700,안지랑네거리2,2174,2026-07-02,남구
35.83756,128.57968,DGB7051003800,대명9동행정복지센터앞,21164,2026-07-02,남구
35.83822,128.5799,DGB7051003900,대명9동행정복지센터건너,21150,2026-07-02,남구
35.83558,128.5787,DGB7051004000,남명삼거리1,21841,2026-07-02,남구
35.83552,128.57785,DGB7051004100,남명삼거리2,758,2026-07-02,남구
35.83528,128.57405,DGB7051004200,룸비니유치원건너,767,2026-07-02,남구
35.83528,128.57415,DGB7051004300,룸비니유치원앞,768,2026-07-02,남구
35.83374,128.57947,DGB7051004400,현충삼거리1,20001,2026-07-02,남구
35.83241,128.57854,DGB7051004500,대명중학교앞,760,2026-07-02,남구
35.83229,128.57593,DGB7051004600,대덕문화전당건너,21214,2026-07-02,남구
35.8314,128.57402,DGB7051004700,안지랑골입구건너,762,2026-07-02,남구
35.83212,128.56883,DGB7051004800,앞산자락카페마실앞,775,2026-07-02,남구
35.83051,128.57372,DGB7051004900,안지랑골입구,781,2026-07-02,남구
35.83244,128.57933,DGB7051005000,대명중학교건너,4724,2026-07-02,남구
35.83282,128.58134,DGB7051005100,남부도서관앞,21205,2026-07-02,남구
35.83305,128.58514,DGB7051005200,충혼탑앞,21206,2026-07-02,남구
35.8333,128.58457,DGB7051005300,충혼탑건너,753,2026-07-02,남구
35.84016,128.57529,DGB7051005400,대구차여성병원앞,21212,2026-07-02,남구
35.84069,128.57412,DGB7051005500,대구차여성병원건너,638,2026-07-02,남구
35.84191,128.57271,DGB7051005600,대명1동행정복지센터앞,21213,2026-07-02,남구
35.84229,128.57174,DGB7051005700,대명1동행정복지센터건너,21228,2026-07-02,남구
35.84454,128.56942,DGB7051005800,대구가톨릭대학병원건너,21229,2026-07-02,남구
35.84455,128.56913,DGB7051005900,대구가톨릭대학병원앞,2559,2026-07-02,남구
35.83921,128.5588,DGB7051006000,두리봉네거리2,742,2026-07-02,달서구
35.84165,128.56076,DGB7051006100,문화예술회관건너,21227,2026-07-02,달서구
35.84239,128.56107,DGB7051006200,문화예술회관앞,5008,2026-07-02,달서구
35.84544,128.56457,DGB7051006300,두류수영장건너,629,2026-07-02,남구
35.84576,128.56482,DGB7051006400,두류수영장앞,5007,2026-07-02,남구
35.84808,128.56875,DGB7051006500,문성병원앞,628,2026-07-02,남구
35.84825,128.56875,DGB7051006600,문성병원건너,5217,2026-07-02,남구
35.85037,128.57254,DGB7051006700,성당시장앞2,2184,2026-07-02,남구
35.85037,128.5722,DGB7051006800,성당시장건너,21610,2026-07-02,남구
35.85328,128.57394,DGB7051006900,대구대학교대명동캠퍼스,21230,2026-07-02,남구
35.85099,128.57573,DGB7051007000,대명사회복지관앞,20085,2026-07-02,남구
35.85105,128.57655,DGB7051007100,대명사회복지관건너,20084,2026-07-02,남구
35.85156,128.57972,DGB7051007200,계명대대명캠퍼스후문건너,20086,2026-07-02,남구
35.85187,128.58043,DGB7051007300,계명대학교대명캠퍼스후문앞,20083,2026-07-02,남구
35.85083,128.58136,DGB7051007400,대구여자상업고등학교건너,20882,2026-07-02,남구
35.85017,128.5812,DGB7051007500,대구여자상업고등학교앞,20883,2026-07-02,남구
35.84627,128.57995,DGB7051007600,영남이공대학교건너,630,2026-07-02,남구
35.84643,128.58015,DGB7051007700,영남이공대학교앞,20832,2026-07-02,남구
35.84178,128.57994,DGB7051007800,대구교통방송건너,631,2026-07-02,남구
35.84208,128.58007,DGB7051007900,대구교통방송앞,20831,2026-07-02,남구
35.84128,128.58233,DGB7051008000,현충로역(3번출구),2181,2026-07-02,남구
35.84124,128.58178,DGB7051008100,현충로역(4번출구),2173,2026-07-02,남구
35.84479,128.58913,DGB7051008200,영대병원역(3번출구),9137,2026-07-02,남구
35.84359,128.58712,DGB7051008300,대명5동행정복지센터앞,21151,2026-07-02,남구
35.84425,128.58838,DGB7051008400,영대병원역,5192,2026-07-02,남구
35.84669,128.59053,DGB7051008500,대구고등학교건너,2204,2026-07-02,남구
35.8473,128.5904,DGB7051008600,대구고등학교앞,2223,2026-07-02,남구
35.85064,128.59075,DGB7051008700,대구교육대건너,2206,2026-07-02,남구
35.85173,128.59047,DGB7051008800,대구교육대앞,2222,2026-07-02,남구
35.845,128.59428,DGB7051008900,봉덕1동행정복지센터건너,9209,2026-07-02,남구
35.84513,128.59511,DGB7051009000,봉덕1동행정복지센터앞,21211,2026-07-02,남구
35.84481,128.59733,DGB7051009100,남구청건너2,2182,2026-07-02,남구
35.83402,128.59655,DGB7051009200,대덕맨션앞,3140,2026-07-02,남구
35.83579,128.59502,DGB7051009300,앞산보성타운건너,1631,2026-07-02,남구
35.83718,128.59522,DGB7051009400,앞산태왕아너스건너,1632,2026-07-02,남구
35.85495,128.60572,DGB7051009500,대백프라자건너,2073,2026-07-02,남구
35.8544,128.60253,DGB7051009600,대봉네거리1,21216,2026-07-02,남구
35.85405,128.60275,DGB7051009700,대봉네거리2,433,2026-07-02,남구
35.85524,128.60082,DGB7051009800,대봉교회,20890,2026-07-02,남구
35.78259,128.52955,DGB7111087400,마비정삼거리2,21894,2026-07-02,달서구
35.78126,128.53679,DGB7111087500,본리2리1,21895,2026-07-02,달서구
35.78132,128.53673,DGB7111087600,본리2리2,21896,2026-07-02,달서구
35.78576,128.52394,DGB7111087700,마비정길1,21897,2026-07-02,달서구
35.78571,128.52409,DGB7111087800,마비정길2,21898,2026-07-02,달서구
35.66969,128.45406,DGB7111087900,대구공고테크노폴리스캠퍼스2,21901,2026-07-02,달성군
35.66977,128.45404,DGB7111088000,대구공고테크노폴리스캠퍼스1,21900,2026-07-02,달성군
35.78976,128.63602,DGB7111088100,냉천전원음식점지구,22058,2026-07-02,남구
35.69607,128.46964,DGB7111088200,호반베르디움2차앞,22059,2026-07-02,달성군
35.69676,128.46992,DGB7111088300,호반베르디움2차건너,22060,2026-07-02,달성군
35.78153,128.44692,DGB7111088400,경서중학교앞,22064,2026-07-02,달성군
35.78136,128.44698,DGB7111088500,경서중학교건너,22065,2026-07-02,달성군
35.7807,128.44134,DGB7111088600,대성베르힐4단지건너,22066,2026-07-02,달성군
35.78069,128.44174,DGB7111088700,대성베르힐4단지앞,22067,2026-07-02,달성군
35.79453,128.46583,DGB7111088800,옥포미진이지비아,22074,2026-07-02,달성군
35.79073,128.46603,DGB7111088900,달성삼환나우빌앞,22075,2026-07-02,달성군
35.79126,128.46598,DGB7111089000,달성삼환나우빌건너,22076,2026-07-02,달성군
35.79116,128.48465,DGB7111089100,화원신일해피트리앞,22077,2026-07-02,달성군
35.7912,128.4847,DGB7111089200,화원신일해피트리건너,22078,2026-07-02,달성군
35.79924,128.50556,DGB7111089300,화원파크뷰우방아이유쉘아파트앞,21909,2026-07-02,달서구
35.79916,128.50549,DGB7111089400,화원파크뷰우방아이유쉘아파트건너,21910,2026-07-02,달서구
35.80132,128.50417,DGB7111089500,명천로1,9374,2026-07-02,달서구
35.80143,128.50383,DGB7111089600,명천로2,9375,2026-07-02,달서구
35.69665,128.44045,DGB7111089700,현풍공영버스정류장1,9376,2026-07-02,달성군
35.6967,128.44045,DGB7111089800,현풍공영버스정류장2,9377,2026-07-02,달성군
35.7248,128.65249,DGB7111089900,우록리(선흥사입구),9380,2026-07-02,남구
35.80041,128.51152,DGB7111090000,화암로1,9382,2026-07-02,달서구
35.8003,128.51122,DGB7111090100,화암로2,9383,2026-07-02,달서구
35.8531,128.7255,DGB7121000100,폐수처리장,,2026-07-02,수성구
35.838,128.7334,DGB7121000200,대평주공A,5549,2026-07-02,수성구
35.83493,128.73462,DGB7121000300,경산네거리(대구방향),5551,2026-07-02,수성구
35.87608,128.75718,DGB7121000400,숙천동 건너,2903,2026-07-02,동구
35.8765,128.7579,DGB7121000500,청천리(대구방향),2902,2026-07-02,동구
35.8787,128.7628,DGB7121000600,청천주유소,5554,2026-07-02,동구
35.8787,128.763,DGB7121000700,청천주유소 건너,5555,2026-07-02,동구
35.8801,128.766,DGB7121000800,청천역(대구방향),5556,2026-07-02,동구
35.88,128.7659,DGB7121000900,청천역(하양방향),5557,2026-07-02,동구
35.8835,128.7738,DGB7121001000,청천초교 건너,5558,2026-07-02,동구
35.8838,128.7737,DGB7121001100,청천초교,5559,2026-07-02,동구
35.88916,128.77937,DGB7121001200,남하2리(하양방향),5560,2026-07-02,동구
35.89293,128.78302,DGB7121001300,은호2리(대구방향),5561,2026-07-02,동구
35.893,128.7834,DGB7121001400,은호2리(하양방향),5562,2026-07-02,동구
35.9003,128.8018,DGB7121001500,경일·호산대학교(대구방향),5563,2026-07-02,동구
35.90031,128.803,DGB7121001600,부호역,5564,2026-07-02,동구
35.9073,128.8113,DGB7121001700,대구가톨릭대학교,5565,2026-07-02,동구
35.9082,128.8127,DGB7121001800,대구가톨릭대학교 건너,5566,2026-07-02,동구
35.9133,128.8185,DGB7121001900,하양초등학교 건너,5567,2026-07-02,동구
35.9128,128.818,DGB7121002000,하양초등학교,5568,2026-07-02,동구
35.8232,128.7482,DGB7121002400,경산중고등학교 앞,5572,2026-07-02,수성구
35.8226,128.7499,DGB7121002500,계양네거리(자인방향),5573,2026-07-02,수성구
35.8189,128.753,DGB7121002600,계양주공아파트 앞,5574,2026-07-02,수성구
35.8188,128.7531,DGB7121002700,계양주공아파트 건너,5575,2026-07-02,수성구
35.8161,128.7514,DGB7121002800,사동동산아파트 앞,5576,2026-07-02,수성구
35.8318,128.723,DGB7121002900,경남신성A 건너,5577,2026-07-02,수성구
35.8311,128.7234,DGB7121003000,경남신성A,5578,2026-07-02,수성구
35.8274,128.7249,DGB7121003100,서부2동행정복지센터 건너(옥산2지구),5579,2026-07-02,수성구
35.8266,128.72563,DGB7121003200,서부2동행정복지센터(옥산2지구),5580,2026-07-02,수성구
35.8234,128.7269,DGB7121003300,옥산네거리(경산방향),5581,2026-07-02,수성구
35.8232,128.7272,DGB7121003400,옥산네거리(대구방향),5582,2026-07-02,수성구
35.8209,128.7283,DGB7121003500,서부1동행정복지센터,5583,2026-07-02,수성구
35.8205,128.7298,DGB7121003600,국민건강보험공단(경산역),5584,2026-07-02,수성구
35.8219,128.733,DGB7121003700,중앙초교 건너,5585,2026-07-02,수성구
35.8219,128.7326,DGB7121003800,중앙초교,5586,2026-07-02,수성구
35.82304,128.73552,DGB7121003900,경산시장,5587,2026-07-02,수성구
35.8235,128.7359,DGB7121004000,경산시장 건너(대구은행),5588,2026-07-02,수성구
35.82384,128.74099,DGB7121004100,경산시청별관 건너,5589,2026-07-02,수성구
35.82394,128.73961,DGB7121004200,경산시청별관(경산농협),5590,2026-07-02,수성구
35.8235,128.7445,DGB7121004300,경산경찰서,5591,2026-07-02,수성구
35.826,128.7367,DGB7121004400,경산시외버스정류장 건너(국민은행),5592,2026-07-02,수성구
35.8255,128.737,DGB7121004500,경산시외버스정류장(세명병원),5593,2026-07-02,수성구
35.8298,128.7359,DGB7121004600,중방네거리(대구방향),5594,2026-07-02,수성구
35.8306,128.7355,DGB7121004700,중방네거리(경산방향),5595,2026-07-02,수성구
35.83394,128.73663,DGB7121004800,중방e편한세상(구.세왕주유소),5596,2026-07-02,수성구
35.834,128.7397,DGB7121004900,임당역2번출구,5597,2026-07-02,수성구
35.8342,128.7402,DGB7121005000,임당역1번출구,5598,2026-07-02,수성구
35.8342,128.7299,DGB7121005100,정평역4번출구,5599,2026-07-02,수성구
35.8339,128.7298,DGB7121005200,정평역3번출구(우방맨션),5600,2026-07-02,수성구
35.8345,128.7269,DGB7121005300,정평역1번출구(현대타운),5601,2026-07-02,수성구
35.83398,128.74565,DGB7121005500,북부동행정복지센터,5603,2026-07-02,수성구
35.8343,128.7464,DGB7121005600,북부동행정복지센터 건너,5604,2026-07-02,수성구
35.8369,128.7542,DGB7121005700,영남대 앞,5605,2026-07-02,수성구
35.837,128.7538,DGB7121005800,영남대 건너,5606,2026-07-02,수성구
35.8407,128.7586,DGB7121005900,압량신협,5607,2026-07-02,수성구
35.8432,128.7602,DGB7121006000,압량읍사무소,5608,2026-07-02,수성구
35.8465,128.7626,DGB7121006100,부적주공A 건너,5609,2026-07-02,수성구
35.8495,128.764,DGB7121006200,부적2리,5610,2026-07-02,수성구
35.9104,128.8151,DGB7121006300,하양역 건너,5611,2026-07-02,동구
35.9135,128.8214,DGB7121006400,하양대구은행,5612,2026-07-02,동구
35.9138,128.8214,DGB7121006500,하양황제맨션,5613,2026-07-02,동구
35.8533,128.7256,DGB7121006700,폐수처리장 건너,,2026-07-02,수성구
35.90237,128.80046,DGB7121006900,경일대정문,5617,2026-07-02,동구
35.9093,128.8137,DGB7121007000,하양시외버스터미널 건너,5618,2026-07-02,동구
35.9105,128.8238,DGB7121007200,금락초교,5620,2026-07-02,동구
35.9066,128.8242,DGB7121007300,부기리LH아파트 건너,5621,2026-07-02,동구
35.9102,128.8234,DGB7121007400,금락초교 건너,5622,2026-07-02,동구
35.8909,128.818,DGB7121007500,북리(경산방향),5623,2026-07-02,동구
35.8909,128.8185,DGB7121007600,북리(하양방향),5624,2026-07-02,동구
35.8955,128.8213,DGB7121007700,코오롱공장 건너,5625,2026-07-02,동구
35.90285,128.82432,DGB7121007900,부기2리,5626,2026-07-02,동구
35.8944,128.821,DGB7121008000,코오롱공장,5627,2026-07-02,동구
35.9061,128.8239,DGB7121008100,부기리LH아파트,5628,2026-07-02,동구
35.9014,128.8258,DGB7121008200,대구대삼거리(대구방향),5629,2026-07-02,동구
35.9015,128.8323,DGB7121008300,상림리 건너,5630,2026-07-02,동구
35.9011,128.8335,DGB7121008400,상림리,5631,2026-07-02,동구
35.89895,128.84265,DGB7121008500,대구대서문 건너,5632,2026-07-02,동구
35.8155,128.7509,DGB7121009300,사동동산아파트 건너,5640,2026-07-02,수성구
35.8217,128.7523,DGB7121009400,태왕드림하이츠 건너,5641,2026-07-02,수성구
35.8218,128.7525,DGB7121009500,태왕드림하이츠 앞,5642,2026-07-02,수성구
35.846,128.7619,DGB7121011800,부적주공A,5665,2026-07-02,수성구
35.8427,128.7601,DGB7121011900,압량읍사무소 건너,5666,2026-07-02,수성구
35.8412,128.7589,DGB7121012000,압량신협 건너,5667,2026-07-02,수성구
35.8542,128.7678,DGB7121012200,금구동(진량방향),5669,2026-07-02,동구
35.86262,128.77247,DGB7121012300,현흥초교 건너,5670,2026-07-02,동구
35.8624,128.7726,DGB7121012400,현흥초교,5671,2026-07-02,동구
35.8761,128.8055,DGB7121012700,선화삼거리(하양방향),5674,2026-07-02,동구
35.8744,128.7977,DGB7121012800,영호맨션 입구,5675,2026-07-02,동구
35.8446,128.7317,DGB7121013400,대평LPG충전소,5681,2026-07-02,수성구
35.8453,128.7316,DGB7121013500,대평LPG충전소 건너,5683,2026-07-02,수성구
35.9009,128.8039,DGB7121013800,부호리,5686,2026-07-02,동구
35.8897,128.7794,DGB7121013900,남하2리(대구방향),5687,2026-07-02,동구
35.8495,128.7641,DGB7121014500,부적2리 건너,5695,2026-07-02,수성구
35.8764,128.8052,DGB7121014700,선화삼거리(경산방향),5696,2026-07-02,동구
35.8757,128.8007,DGB7121014800,선화리청구A 건너,5697,2026-07-02,동구
35.8754,128.8008,DGB7121014900,선화리청구A,5698,2026-07-02,동구
35.8736,128.79,DGB7121015000,연지입구(경산방향),5699,2026-07-02,동구
35.8971,128.84713,DGB7121015300,대구대(정문2),,2026-07-02,동구
35.8969,128.7902,DGB7121016400,은호1리국군대구병원 건너,3001,2026-07-02,동구
35.8971,128.7902,DGB7121016500,은호1리국군대구병원,3002,2026-07-02,동구
35.9109,128.8159,DGB7121016800,하양역,3005,2026-07-02,동구
35.841,128.7618,DGB7121017400,압량한라빌라트,3013,2026-07-02,수성구
35.8755,128.8119,DGB7121018100,진량우체국 건너,,2026-07-02,동구
35.88284,128.81466,DGB7121018300,영남신학대학교후문,,2026-07-02,동구
35.8856,128.8168,DGB7121018400,진량성당,,2026-07-02,동구
35.88546,128.81655,DGB7121018500,진량성당 건너,,2026-07-02,동구
35.88283,128.81446,DGB7121018600,영남신학대학교후문 건너,,2026-07-02,동구
35.8799,128.8121,DGB7121018700,보인1리(매일유업건너),,2026-07-02,동구
35.8757,128.8118,DGB7121018800,진량우체국,,2026-07-02,동구
35.8977,128.8235,DGB7121018900,부림초교 입구,3028,2026-07-02,동구
35.9012,128.826,DGB7121019000,대구대삼거리(대구대방향),3029,2026-07-02,동구
35.8991,128.8238,DGB7121019200,부기리,3031,2026-07-02,동구
35.83428,128.7334,DGB7121019600,롯데시네마,3035,2026-07-02,수성구
35.8413,128.7333,DGB7121020000,대평협성휴포레 건너,5684,2026-07-02,수성구
35.8413,128.7331,DGB7121020100,대평협성휴포레 앞,5682,2026-07-02,수성구
35.8374,128.7339,DGB7121020300,대평주공A 건너,5550,2026-07-02,수성구
35.8543,128.7676,DGB7121020600,금구동(대구방향),3010,2026-07-02,동구
35.85397,128.76597,DGB7121020700,금구동(종점),3011,2026-07-02,동구
35.9029,128.8247,DGB7121020800,부기2리 건너,6584,2026-07-02,동구
35.89929,128.8425,DGB7121021000,대구대서문,6668,2026-07-02,동구
35.8971,128.8498,DGB7121021100,대구대(정문1),5633,2026-07-02,동구
35.83616,128.72534,DGB7121033700,정평성당앞,4107,2026-07-02,수성구
35.82484,128.71518,DGB7121038300,힐스테이트A건너,,2026-07-02,수성구
35.82198,128.71947,DGB7121038400,옥산협화아파트,,2026-07-02,수성구
35.82213,128.71942,DGB7121054400,옥산협화아파트 건너,,2026-07-02,수성구
35.82491,128.71558,DGB7121054500,힐스테이트A,,2026-07-02,수성구
35.81381,128.75294,DGB7121054600,소라아파트 건너,,2026-07-02,수성구
35.90699,128.79895,DGB7121054700,경일대종점 건너,4168,2026-07-02,동구
35.9071,128.79908,DGB7121054800,경일대종점,4167,2026-07-02,동구
35.8348,128.72396,DGB7121058000,중산삼거리(경산방향),,2026-07-02,수성구
35.83427,128.72263,DGB7121059000,중산하늘채퍼스트 서편,,2026-07-02,수성구
35.83362,128.72263,DGB7121060000,중산하늘채퍼스트 서편 건너,,2026-07-02,수성구
35.83424,128.73268,DGB7121060100,영대교(대구방향),,2026-07-02,수성구
35.81591,128.46861,DGB7171000100,호촌2리(화원방향),5709,2026-07-02,달성군
35.81595,128.46874,DGB7171000200,호촌2리(다산방향),5710,2026-07-02,달성군
35.82348,128.45517,DGB7171000300,다산농협건너,5711,2026-07-02,달성군
35.81345,128.4024,DGB7171000500,벌지보건소,5713,2026-07-02,달성군
35.81148,128.39194,DGB7171000600,벌지1리(종점),5714,2026-07-02,달성군
35.84262,128.41113,DGB7171001600,노곡리(종점),5722,2026-07-02,달성군
35.82322,128.45436,DGB7171001900,다산농협앞,5725,2026-07-02,달성군
35.81805,128.46543,DGB7171003000,호촌리1,6002,2026-07-02,달성군
35.81843,128.46505,DGB7171003100,호촌리2,6003,2026-07-02,달성군
35.82274,128.4494,DGB7171003200,다산주공아파트앞,6001,2026-07-02,달성군
35.82275,128.4493,DGB7171003300,다산주공아파트건너,6000,2026-07-02,달성군
35.7517,128.37491,DGB7171003500,득성리마을회관,4589,2026-07-02,달성군
35.82837,128.45052,DGB7171003700,다산(종점),,2026-07-02,달성군
35.82508,128.45025,DGB7171003800,금류아파트2차(대구방향),,2026-07-02,달성군
35.82518,128.45046,DGB7171003900,금류아파트2차(고령방향),,2026-07-02,달성군
35.8121,128.39478,DGB7171004000,벌지교회,8209,2026-07-02,달성군
35.77495,128.39035,DGB7171004100,무계리,8212,2026-07-02,달성군
35.79633,128.39347,DGB7171004200,고령축산물공판장,8210,2026-07-02,달성군
35.76583,128.38114,DGB7171004300,박곡,4213,2026-07-02,달성군
35.78865,128.39692,DGB7171004400,공단앞,8211,2026-07-02,달성군
35.80277,128.38301,DGB7171004500,송곡1리,4214,2026-07-02,달성군
35.81138,128.39149,DGB7171004600,벌지1리,8215,2026-07-02,달성군
35.82213,128.40779,DGB7171004700,나정삼거리,8216,2026-07-02,달성군
35.84089,128.41407,DGB7171004800,노곡리,8220,2026-07-02,달성군
35.82907,128.41885,DGB7171004900,고방,8219,2026-07-02,달성군
35.81742,128.42233,DGB7171005000,월성리-장척,8217,2026-07-02,달성군
35.81464,128.43145,DGB7171005100,월성리-다산중학교,8218,2026-07-02,달성군
35.79634,128.39326,DGB7171005200,고령축산물공판장(건너),8221,2026-07-02,달성군
35.78872,128.39706,DGB7171005300,공단앞(공판장방면),8222,2026-07-02,달성군
35.96345,128.55156,DGB7181000100,영진주유소,2482,2026-07-02,북구
35.96982,128.5521,DGB7181000200,봉암리,1736,2026-07-02,북구
35.9705,128.55192,DGB7181000300,봉암동,1701,2026-07-02,북구
35.9737,128.55313,DGB7181000400,태백주유소(칠곡군)1,5729,2026-07-02,북구
35.97403,128.55308,DGB7181000500,마늘유통센터건너,2719,2026-07-02,북구
35.9815,128.57704,DGB7181000600,송림사입구앞(칠곡군),5731,2026-07-02,북구
35.98137,128.57681,DGB7181000700,송림사입구건너(칠곡군),5732,2026-07-02,북구
35.98171,128.55366,DGB7181000800,동명파출소,5733,2026-07-02,북구
35.98228,128.55343,DGB7181000900,새마을금고앞,5734,2026-07-02,북구
35.98398,128.55333,DGB7181001000,동명면행정복지센터,5735,2026-07-02,북구
35.98382,128.55324,DGB7181001100,동명면우체국건너,5736,2026-07-02,북구
36.0121,128.59609,DGB7181001200,방턱골,5737,2026-07-02,북구
35.98176,128.57264,DGB7181001400,송림마을(칠곡군),5738,2026-07-02,북구
36.04633,128.52032,DGB7181001600,다부동,5740,2026-07-02,북구
36.04611,128.52071,DGB7181001700,다부리 전적기념관,5741,2026-07-02,북구
36.03891,128.53558,DGB7181001800,학명리입구,5742,2026-07-02,북구
36.02214,128.54697,DGB7181001900,학명리 건너2,5743,2026-07-02,북구
36.00834,128.55111,DGB7181002000,가산리,5744,2026-07-02,북구
36.00773,128.55142,DGB7181002100,가천입구건너,5745,2026-07-02,북구
36.0049,128.55156,DGB7181002200,삼산건너,5746,2026-07-02,북구
36.00436,128.55184,DGB7181002300,삼산,5747,2026-07-02,북구
35.98709,128.55387,DGB7181002400,동명초등학교입구,5748,2026-07-02,북구
35.99664,128.55294,DGB7181002500,금암4리,5749,2026-07-02,북구
35.92859,128.52251,DGB7181002700,추동교,5751,2026-07-02,북구
35.93431,128.50695,DGB7181002800,연호2리(칠곡농장)입구,5752,2026-07-02,북구
36.0995,128.52814,DGB7181002900,송학리윗세뜸,5753,2026-07-02,북구
36.06538,128.53739,DGB7181003000,금화리건너,5754,2026-07-02,북구
36.05606,128.53401,DGB7181003100,다부1리,5755,2026-07-02,북구
36.07856,128.53909,DGB7181003200,천평리(금화방면),5756,2026-07-02,북구
36.10708,128.51518,DGB7181003700,송학교입구,5758,2026-07-02,북구
36.03296,128.50902,DGB7181003800,대구예술대학교,5759,2026-07-02,북구
35.93157,128.50587,DGB7181004100,연호2동주민센터,3062,2026-07-02,북구
36.00186,128.60084,DGB7181004500,가좌삼거리,3077,2026-07-02,북구
36.00621,128.5926,DGB7181004600,동부초등학교,2699,2026-07-02,북구
36.01297,128.57966,DGB7181004800,남원1리,5456,2026-07-02,북구
36.01165,128.58574,DGB7181004900,남원2리,2720,2026-07-02,북구
36.00328,128.59463,DGB7181006800,법성삼거리,4012,2026-07-02,북구
36.00254,128.59667,DGB7181006900,다예원,4011,2026-07-02,북구
35.98483,128.55367,DGB7181007000,동명교통,8547,2026-07-02,북구
35.98072,128.55786,DGB7181071100,동명성당건너,2499,2026-07-02,북구
35.98012,128.56916,DGB7181071200,구덕네거리(상행),2468,2026-07-02,북구
35.98398,128.58365,DGB7181071300,송림삼거리(상행),1897,2026-07-02,북구
35.99809,128.60764,DGB7181071400,대구은행연수원앞,2513,2026-07-02,북구
35.98088,128.55786,DGB7181071500,동명성당,2469,2026-07-02,북구
35.98025,128.56886,DGB7181071600,구덕네거리(하행),2483,2026-07-02,북구
35.98444,128.583,DGB7181071700,송림삼거리(하행),2663,2026-07-02,북구
35.99743,128.59488,DGB7181072400,기성2리(상행),2480,2026-07-02,북구
35.99744,128.59458,DGB7181072500,기성2리(하행),2646,2026-07-02,북구
35.99874,128.60698,DGB7181072600,대구은행연수원건너,2509,2026-07-02,북구
35.9643,128.55139,DGB7181072700,영진주유소건너,1730,2026-07-02,북구
35.94477,128.46483,DGB7181072800,영진전문대학칠곡캠퍼스정문건너,2751,2026-07-02,달서구
35.94497,128.46467,DGB7181072900,영진전문대학칠곡캠퍼스정문,2741,2026-07-02,달서구
36.01152,128.58621,DGB7181073000,남창마을입구,,2026-07-02,북구
36.00249,128.59658,DGB7181073100,다예원건너,,2026-07-02,북구
36.0011,128.60145,DGB7181073200,기성2리(가좌마을),,2026-07-02,북구
35.97935,128.56121,DGB7181073300,구덕리동명저수지앞,,2026-07-02,북구
35.85366,128.59859,DGB7051009900,상수도중남부사업소건너,21203,2026-07-02,남구
35.85387,128.59845,DGB7051010000,상수도중남부사업소앞,1034,2026-07-02,남구
35.8514,128.59865,DGB7051010100,미8군후문앞,21202,2026-07-02,남구
35.85088,128.59846,DGB7051010200,미8군후문건너,1011,2026-07-02,남구
