player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct
Theo Bongonda,Congo DR,Congo DR,"FW,MF",30,1995,Spartak Moscow,2,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.65,0,0,,17,9.4,,0,2,17,2,1.5,2,1,1,2.65,2.92,0,0,1,0,2,1,0,,,0,,,,,,,,,,,,,,,,,,
Timothy Fayulu,Congo DR,Congo DR,GK,26,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoane Wissa,Congo DR,Congo DR,FW,29,1996,Newcastle,4,4,360,4,3,0,3,2,1,1,0,0,0.75,0,0.75,0.5,0.5,11,3,27.3,2.75,0.75,0.18,0.67,90,100,90,4,0,,0,1,5,5,0,0,,0,5,9,1,0,0,1,,,0,,,,,,,,,,,,,,,,,,
Andrej Kramari?,Croatia,Croatia,"FW,MF",34,1991,Hoffenheim,3,0,59,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.53,0,0,,20,16.4,,0,3,20,1,1,1,1,0,0,0.3,0,0,0,1,2,0,1,,,0,,,,,,,,,,,,,,,,,,
Ante Budimir,Croatia,Croatia,FW,34,1991,Osasuna,3,2,155,1.7,1,0,1,1,0,0,0,0,0.58,0,0.58,0.58,0.58,3,1,33.3,1.74,0.58,0.33,1,52,43.1,55,0,1,45,1,2,2,0,2,1.16,2.48,0,6,4,0,0,0,1,,,0,,,,,,,,,,,,,,,,,,
Dominik Kotarski,Croatia,Croatia,GK,26,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominik Livakovi?,Croatia,Croatia,GK,31,1995,Dinamo Zagreb,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,90,100,90,4,0,,0,1.5,6,7,-1,-0.25,,0,0,1,0,0,0,0,,,0,4,4,360,7,1.75,17,10,58.8,2,0,2,1,25,2,2,0,0,0
Duje ?aleta-Car,Croatia,Croatia,DF,29,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor Matanovi?,Croatia,Croatia,FW,23,2003,Freiburg,3,0,95,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,50,3.79,1.89,0,0,32,26.4,,0,3,32,1,1,2,4,-2,-1.89,-2.23,0,4,3,1,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Ivan Peri?i?,Croatia,Croatia,"MF,DF",37,1989,PSV,4,4,360,4,1,1,2,1,0,0,2,0,0.25,0.25,0.5,0.25,0.5,2,2,100,0.5,0.5,0.5,0.5,90,100,90,4,0,,0,1.5,6,7,-1,-0.25,,0,4,1,0,20,4,4,,,0,,,,,,,,,,,,,,,,,,
Ivor Pandur,Croatia,Croatia,GK,26,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josip Stani?i?,Croatia,Croatia,"DF,MF",26,2000,Bayern Munich,4,4,360,4,0,1,1,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,,0,0,,,90,100,90,4,0,,0,1.5,6,7,-1,-0.25,,0,0,4,0,7,5,2,,,0,,,,,,,,,,,,,,,,,,
Josip ?utalo,Croatia,Croatia,DF,26,2000,Ajax,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25,0,0,,90,100,90,4,0,,0,1.5,6,7,-1,-0.25,,0,2,1,0,0,6,4,,,0,,,,,,,,,,,,,,,,,,
Jo?ko Gvardiol,Croatia,Croatia,DF,24,2002,Manchester City,4,2,139,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.65,0,0,,35,38.6,68,1,2,2,0,1.5,2,5,-3,-1.94,-2.76,0,2,3,0,0,2,2,,,0,,,,,,,,,,,,,,,,,,
Kristijan Jaki?,Croatia,Croatia,"DF,MF",29,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luka Modri?,Croatia,Croatia,MF,40,1985,Milan,4,4,317,3.5,0,1,1,0,0,0,1,0,0,0.28,0.28,0,0.28,1,0,0,0.28,0,0,,79,88.1,79,2,0,,0,1.5,6,6,0,0,2.09,0,4,3,0,11,0,3,,,0,,,,,,,,,,,,,,,,,,
Luka Su?i?,Croatia,Croatia,"FW,MF",23,2002,Real Sociedad,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.74,0,0,,19,5.3,,0,1,19,3,3,0,0,0,0,0.26,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Luka Vu?kovi?,Croatia,Croatia,DF,19,2007,Hamburger SV,1,1,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,65,18.1,65,0,0,,3,0,2,3,-1,-1.38,-1.38,0,1,1,0,0,1,0,,,0,,,,,,,,,,,,,,,,,,
Marco Pa?ali?,Croatia,Croatia,MF,25,2000,Orlando City,3,1,99,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,66.7,2.73,1.82,0,0,33,27.5,71,0,2,14,1,2,1,1,0,0,0.34,0,0,2,2,11,1,2,,,0,,,,,,,,,,,,,,,,,,
Marin Pongra?i?,Croatia,Croatia,DF,28,1997,Fiorentina,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.33,0,0,,90,75,90,3,0,,1,2,4,3,1,0.33,2.33,0,3,0,0,0,0,3,,,0,,,,,,,,,,,,,,,,,,
Mario Pa?ali?,Croatia,Croatia,MF,31,1995,Atalanta,4,1,123,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,25,2.93,0.73,0,0,31,34.2,77,0,3,15,0,1.5,3,4,-1,-0.73,-0.73,0,2,0,1,1,1,1,,,0,,,,,,,,,,,,,,,,,,
Martin Baturina,Croatia,Croatia,"MF,FW",23,2003,Como,4,4,321,3.6,1,0,1,1,0,0,0,0,0.28,0,0.28,0.28,0.28,3,1,33.3,0.84,0.28,0.33,1,80,89.2,80,1,0,,0,1.5,6,5,1,0.28,4.9,0,1,14,0,8,1,2,,,0,,,,,,,,,,,,,,,,,,
Martin Erli?,Croatia,Croatia,DF,28,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mateo Kova?i?,Croatia,Croatia,MF,32,1994,Manchester City,4,3,270,3,0,1,1,0,0,0,0,0,0,0.33,0.33,0,0.33,5,4,80,1.67,1.33,0,0,68,75,79,0,1,33,0,1.5,3,3,0,0,1,0,3,3,0,0,2,3,,,0,,,,,,,,,,,,,,,,,,
Nikola Moro,Croatia,Croatia,MF,28,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikola Vla?i?,Croatia,Croatia,MF,28,1997,Torino,3,2,189,2.1,1,0,1,1,0,0,0,0,0.48,0,0.48,0.48,0.48,3,1,33.3,1.43,0.48,0.33,1,63,52.5,88,0,1,13,1,1,3,3,0,0,0.53,0,5,0,2,3,1,2,,,0,,,,,,,,,,,,,,,,,,
Petar Musa,Croatia,Croatia,FW,28,1998,FC Dallas,2,2,110,1.2,1,0,1,1,0,0,0,0,0.82,0,0.82,0.82,0.82,1,1,100,0.82,0.82,1,1,55,30.6,55,0,0,,2,1.5,2,3,-1,-0.82,-0.82,0,1,1,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Petar Su?i?,Croatia,Croatia,"MF,FW",22,2003,Inter,4,3,289,3.2,1,1,2,1,0,0,1,0,0.31,0.31,0.62,0.31,0.62,3,2,66.7,0.93,0.62,0.33,0.5,72,80.3,90,3,1,19,0,1.5,5,7,-2,-0.62,-1.89,0,7,6,1,4,1,2,,,0,,,,,,,,,,,,,,,,,,
Toni Fruk,Croatia,Croatia,"FW,MF",25,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ar'jany Martha,Cura?ao,Cura?ao,"DF,FW",22,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armando Obispo,Cura?ao,Cura?ao,DF,27,1999,PSV,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,90,100,90,3,0,,0,0.33,1,9,-8,-2.67,,0,1,0,1,0,7,1,,,0,,,,,,,,,,,,,,,,,,
Brandley Kuwas,Cura?ao,Cura?ao,"FW,MF",33,1992,Volendam,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,1,0.4,,0,1,1,2,0,0,0,0,0,2.68,0,0,0,0,1,0,0,,,0,,,,,,,,,,,,,,,,,,
Deveron Fonville,Cura?ao,Cura?ao,DF,23,2003,NEC Nijmegen,3,3,241,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,80,89.3,80,1,0,,0,0.33,1,9,-8,-2.99,-2.99,0,2,3,0,0,5,3,,,0,,,,,,,,,,,,,,,,,,
Eloy Room,Cura?ao,Cura?ao,GK,37,1989,Miami FC,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,90,100,90,3,0,,0,0.33,1,9,-8,-2.67,,0,0,0,0,0,0,0,,,0,3,3,270,9,3,29,20,69,0,1,2,1,33.3,1,1,0,0,0
Gervane Kastaneer,Cura?ao,Cura?ao,"FW,MF",30,1996,,3,0,30,0.3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,,10,11.1,,0,3,10,0,0.33,0,1,-1,-3,-0.38,0,2,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Godfried Roemeratoe,Cura?ao,Cura?ao,MF,26,1999,RKC Waalwijk,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,7,2.6,,0,1,7,2,1,0,0,0,0,2.74,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Jearl Margaritha,Cura?ao,Cura?ao,"FW,MF",26,2000,Beveren,2,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.2,0,0,,21,15.2,,0,2,21,1,0.5,0,3,-3,-6.59,-4.62,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Jeremy Antonisse,Cura?ao,Cura?ao,"FW,MF",24,2002,AE Kifisia,2,0,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.2,0,0,,38,27.8,,0,2,38,1,0,0,5,-5,-6,-4.62,0,0,0,0,8,0,1,,,0,,,,,,,,,,,,,,,,,,
Joshua Brenet,Cura?ao,Cura?ao,DF,32,1994,Kayserispor,2,2,179,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,90,66.3,90,1,0,,1,0.5,0,2,-2,-1.01,4.93,0,0,1,1,0,1,4,,,0,,,,,,,,,,,,,,,,,,
Juninho Bacuna,Cura?ao,Cura?ao,MF,28,1997,Volendam,3,3,254,2.8,0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,20,1.77,0.35,0,0,85,94.1,85,2,0,,0,0.33,1,9,-8,-2.83,-2.83,0,6,3,0,5,5,4,,,0,,,,,,,,,,,,,,,,,,
Juri?n Gaari,Cura?ao,Cura?ao,DF,32,1993,,2,2,166,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1.08,0,0,,83,61.5,83,1,0,,1,0.5,0,2,-2,-1.08,4.11,0,4,1,0,0,2,2,,,0,,,,,,,,,,,,,,,,,,
J?rgen Locadia,Cura?ao,Cura?ao,FW,32,1993,Miami FC,3,3,235,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.38,0,0,,78,87,78,0,0,,0,0.33,1,6,-5,-1.91,5.8,0,3,4,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,
Kenji Gorr?,Cura?ao,Cura?ao,"FW,MF",31,1994,,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,16,5.9,,0,1,16,2,1,0,0,0,0,2.83,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Kevin Felida,Cura?ao,Cura?ao,MF,26,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leandro Bacuna,Cura?ao,Cura?ao,MF,34,1991,,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,16.7,2,0.33,0,0,90,100,90,3,0,,0,0.33,1,9,-8,-2.67,,0,3,3,0,4,0,3,,,0,,,,,,,,,,,,,,,,,,
Livano Comenencia,Cura?ao,Cura?ao,MF,22,2004,Z?rich,3,3,233,2.6,1,0,1,1,0,0,1,0,0.39,0,0.39,0.39,0.39,5,2,40,1.93,0.77,0.2,0.5,78,86.3,78,1,0,,0,0.33,1,8,-7,-2.7,-0.27,0,4,1,0,1,11,1,,,0,,,,,,,,,,,,,,,,,,
Riechedly Bazoer,Cura?ao,Cura?ao,DF,29,1996,Konyaspor,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,90,33.3,90,1,0,,2,0,1,7,-6,-6,-5,0,2,0,0,0,1,1,,,0,,,,,,,,,,,,,,,,,,
Roshon van Eijma,Cura?ao,Cura?ao,DF,28,1998,RKC Waalwijk,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,15,5.6,,0,1,15,2,1,0,0,0,0,2.82,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Sherel Floranus,Cura?ao,Cura?ao,DF,27,1998,Zwolle,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.67,0,0,,90,100,90,3,0,,0,0.33,1,9,-8,-2.67,,0,2,0,1,0,4,6,,,0,,,,,,,,,,,,,,,,,,
Shurandy Sambo,Cura?ao,Cura?ao,DF,24,2001,Sparta R.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,1,0.4,,0,1,1,2,0,0,0,0,0,2.68,0,0,0,0,0,1,0,,,0,,,,,,,,,,,,,,,,,,
Sontje Hansen,Cura?ao,Cura?ao,FW,24,2002,Middlesbrough,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,2,2,0,0,45,16.7,45,0,0,,2,0,1,3,-2,-4,-1.6,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Tahith Chong,Cura?ao,Cura?ao,MF,26,1999,Sheffield United,3,3,247,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,50,1.46,0.73,0,0,82,91.5,82,1,0,,0,0.33,1,8,-7,-2.55,1.36,0,3,13,0,1,1,0,,,0,,,,,,,,,,,,,,,,,,
Trevor Doornbusch,Cura?ao,Cura?ao,GK,26,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrese Noslin,Cura?ao,Cura?ao,MF,23,2002,Telstar,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,14,5.2,,0,1,14,2,0,0,0,0,0,2.81,0,0,2,0,3,0,0,,,0,,,,,,,,,,,,,,,,,,
Tyrick Bodak,Cura?ao,Cura?ao,GK,24,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Hlo?ek,Czechia,Czech Republic,FW,23,2002,Hoffenheim,3,2,156,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,33.3,1.73,0.58,0,0,52,57.8,65,0,1,27,0,0.33,1,4,-3,-1.73,-0.94,0,4,4,0,0,1,1,,,0,,,,,,,,,,,,,,,,,,
Alexandr Sojka,Czechia,Czech Republic,"MF,DF",23,2003,Viktoria Plze?,3,2,141,1.6,0,1,1,0,0,0,0,0,0,0.64,0.64,0,0.64,0,0,,0,0,,,47,52.2,69,0,1,4,0,0.33,2,3,-1,-0.64,1.45,0,0,2,0,6,2,1,,,0,,,,,,,,,,,,,,,,,,
David Doud?ra,Czechia,Czech Republic,MF,28,1998,Slavia Prague,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,,90,33.3,90,1,0,,2,0,0,3,-3,-3,-2.5,0,0,1,0,5,1,0,,,0,,,,,,,,,,,,,,,,,,
David Jur?sek,Czechia,Czech Republic,"DF,MF",25,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Zima,Czechia,Czech Republic,DF,25,2000,Slavia Prague,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,13,4.8,,0,1,13,2,1,0,1,-1,-6.92,-5.87,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Denis Vi?insk?,Czechia,Czech Republic,FW,23,2003,Viktoria Plze?,1,1,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4.91,0,0,,55,20.4,55,0,0,,2,0,0,1,-1,-1.64,-0.38,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Hugo Soch?rek,Czechia,Czech Republic,MF,18,2008,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Kuchta,Czechia,Czech Republic,FW,29,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaroslav Zelen?,Czechia,Czech Republic,MF,33,1992,Sparta Prague,2,1,126,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.71,0,0,,63,46.7,90,1,1,36,1,0.5,1,3,-2,-1.43,-0.18,0,0,2,0,4,0,0,,,0,,,,,,,,,,,,,,,,,,
Jind?ich Stan?k,Czechia,Czech Republic,GK,30,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ladislav Krej??,Czechia,Czech Republic,DF,27,1999,Wolves,3,3,270,3,1,0,1,1,0,0,1,0,0.33,0,0.33,0.33,0.33,5,1,20,1.67,0.33,0.2,1,90,100,90,3,0,,0,0.33,2,6,-4,-1.33,,0,6,2,0,2,1,3,,,0,,,,,,,,,,,,,,,,,,
Luk?? Horn??ek,Czechia,Czech Republic,GK,23,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luk?? Provod,Czechia,Czech Republic,FW,29,1996,Slavia Prague,3,1,122,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.74,0,0,,41,45.2,63,0,2,30,0,0.33,1,3,-2,-1.48,-0.26,0,2,1,1,5,1,3,,,0,,,,,,,,,,,,,,,,,,
Luk?? ?erv,Czechia,Czech Republic,MF,25,2001,Viktoria Plze?,2,2,163,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,66.7,1.66,1.1,0,0,82,60.4,82,0,0,,1,0.5,1,2,-1,-0.55,1.97,0,3,3,0,0,0,3,,,0,,,,,,,,,,,,,,,,,,
Matej Kovar,Czechia,Czech Republic,GK,26,2000,PSV,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,90,100,90,3,0,,0,0.33,2,6,-4,-1.33,,0,0,0,0,0,0,0,,,0,3,3,270,6,2,15,9,60,0,1,2,0,0,1,1,0,0,0
Michal Sad?lek,Czechia,Czech Republic,MF,27,1999,Slavia Prague,3,2,183,2,1,0,1,1,0,0,0,0,0.49,0,0.49,0.49,0.49,7,3,42.9,3.44,1.48,0.14,0.33,61,67.8,78,1,1,27,0,0.33,1,5,-4,-1.97,-1.97,0,0,3,0,12,2,2,,,0,,,,,,,,,,,,,,,,,,
Mojm?r Chytil,Czechia,Czech Republic,FW,27,1999,Slavia Prague,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,7,2.6,,0,1,7,2,0,0,0,0,0,1.37,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Patrik Schick,Czechia,Czech Republic,FW,30,1996,Leverkusen,3,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,50,1,0.5,0,0,60,66.7,77,1,1,27,0,0.33,2,2,0,0,4,0,1,3,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Pavel ?ulc,Czechia,Czech Republic,FW,25,2000,Lyon,3,2,189,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.95,0,0,,63,70,77,1,1,36,0,0.33,1,4,-3,-1.43,-0.32,0,2,1,1,1,0,2,,,0,,,,,,,,,,,,,,,,,,
Robin Hran??,Czechia,Czech Republic,DF,26,2000,Hoffenheim,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,90,100,90,3,0,,0,0.33,2,6,-4,-1.33,,0,6,0,0,1,1,0,,,0,,,,,,,,,,,,,,,,,,
Tom?? Chor?,Czechia,Czech Republic,FW,31,1995,Slavia Prague,2,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,16,11.5,,0,2,16,1,0,0,3,-3,-8.71,-8.33,0,2,1,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Tom?? Hole?,Czechia,Czech Republic,DF,33,1993,Slavia Prague,2,2,153,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,77,56.7,77,1,0,,1,0.5,1,3,-2,-1.18,0.36,0,2,2,0,0,4,3,,,0,,,,,,,,,,,,,,,,,,
Tom?? Sou?ek,Czechia,Czech Republic,MF,31,1995,West Ham,3,1,137,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.66,0,0,,46,50.7,90,1,2,24,0,0.33,1,3,-2,-1.31,0.04,0,3,1,2,1,1,0,,,0,,,,,,,,,,,,,,,,,,
Vladim?r Coufal,Czechia,Czech Republic,"MF,DF",33,1992,Hoffenheim,3,3,270,3,0,1,1,0,0,0,0,0,0,0.33,0.33,0,0.33,1,0,0,0.33,0,0,,90,100,90,3,0,,0,0.33,2,6,-4,-1.33,,0,4,3,1,20,2,1,,,0,,,,,,,,,,,,,,,,,,
Vladim?r Darida,Czechia,Czech Republic,MF,35,1990,Hradec Kr?lov?,1,1,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.67,0,0,,54,20,54,0,0,,2,1,1,0,1,1.67,3.75,0,0,1,0,0,1,0,,,0,,,,,,,,,,,,,,,,,,
?t?p?n Chaloupek,Czechia,Czech Republic,DF,23,2003,Slavia Prague,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,90,33.3,90,1,0,,2,0,1,2,-1,-1,0.5,0,1,0,0,0,2,0,,,0,,,,,,,,,,,,,,,,,,
Alban Lafont,C?te d'Ivoire,C?te d'Ivoire,GK,27,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amad Diallo,C?te d'Ivoire,C?te d'Ivoire,"MF,FW",23,2002,Manchester Utd,4,2,185,2.1,2,0,2,2,0,0,0,0,0.97,0,0.97,0.97,0.97,8,4,50,3.89,1.95,0.25,0.5,46,51.4,60,0,2,33,0,1.5,4,2,2,0.97,1.49,0,0,2,1,4,2,4,,,0,,,,,,,,,,,,,,,,,,
Ange-Yoan Bonny,C?te d'Ivoire,C?te d'Ivoire,FW,22,2003,Inter,4,3,234,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0.38,0.38,0,0,59,65,66,0,1,35,0,1.5,4,2,2,0.77,1.48,0,1,3,1,1,1,2,,,0,,,,,,,,,,,,,,,,,,
Bazoumana Tour?,C?te d'Ivoire,C?te d'Ivoire,MF,20,2006,Hoffenheim,3,1,80,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,27,22.2,55,0,2,13,1,2,0,0,0,0,-0.32,0,0,1,0,2,0,1,,,0,,,,,,,,,,,,,,,,,,
Christ Inao Oula?,C?te d'Ivoire,C?te d'Ivoire,MF,20,2006,Trabzonspor,4,2,208,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.87,0,0,,52,57.8,75,1,2,30,0,1.5,3,3,0,0,-0.59,0,3,5,0,0,6,4,,,0,,,,,,,,,,,,,,,,,,
Christopher Op?ri,C?te d'Ivoire,C?te d'Ivoire,DF,29,1997,Ba?ak?ehir,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,90,25,90,1,0,,3,3,2,0,2,2,2.33,0,2,0,0,2,1,2,,,0,,,,,,,,,,,,,,,,,,
Elye Wahi,C?te d'Ivoire,C?te d'Ivoire,FW,23,2003,Nice,3,1,110,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,66.7,2.45,1.64,0,0,37,30.6,55,0,2,28,1,2,1,1,0,0,-0.36,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,,,,,,
Emmanuel Agbadou,C?te d'Ivoire,C?te d'Ivoire,DF,28,1997,Be?ikta?,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,33.3,1,0.33,0,0,90,75,90,3,0,,1,1,3,4,-1,-0.33,-2.33,0,0,0,0,0,4,6,,,0,,,,,,,,,,,,,,,,,,
Evann Guessand,C?te d'Ivoire,C?te d'Ivoire,"FW,MF",24,2001,Crystal Palace,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.29,0,0,,9,4.7,,0,2,9,2,0,0,1,-1,-5.29,-5.82,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
