player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct
Marko Farji,Iraq,Iraq,MF,22,2004,Venezia,2,0,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,27,20,,0,2,27,1,0,0,2,-2,-3.33,0.42,0,0,2,0,2,1,1,,,0,,,,,,,,,,,,,,,,,,
Merchas Doski,Iraq,Iraq,DF,26,1999,Viktoria Plze?,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.33,0,0,,90,100,90,3,0,,0,0,1,12,-11,-3.67,,0,3,8,0,4,6,9,,,0,,,,,,,,,,,,,,,,,,
Mohanad Ali,Iraq,Iraq,FW,25,2000,,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,13,4.8,,0,1,13,2,0,0,1,-1,-6.92,-3.42,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Mustafa Saadoon,Iraq,Iraq,DF,25,2001,,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,18,6.7,,0,1,18,2,0,0,2,-2,-10,-6.79,0,2,0,0,0,0,1,,,0,,,,,,,,,,,,,,,,,,
Rebin Sulaka,Iraq,Iraq,DF,34,1992,,2,1,43,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.09,0,0,,22,15.9,12,0,1,31,1,0,0,2,-2,-4.19,-0.62,0,1,0,0,0,1,0,,,0,,,,,,,,,,,,,,,,,,
Youssef Amyn,Iraq,Iraq,MF,22,2003,,1,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,31,11.5,,0,1,31,2,0,0,1,-1,-2.9,0.86,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Zaid Ismail,Iraq,Iraq,MF,24,2002,,2,2,117,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,59,43.3,59,0,0,,1,0,1,4,-3,-2.31,2.4,0,2,0,0,0,1,4,,,0,,,,,,,,,,,,,,,,,,
Zaid Tahseen,Iraq,Iraq,DF,25,2001,,2,2,149,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1.21,0,0,,75,55.2,75,1,0,,1,0,1,6,-5,-3.02,1.44,0,3,2,0,0,0,1,,,0,,,,,,,,,,,,,,,,,,
Zidane Iqbal,Iraq,Iraq,MF,23,2003,Utrecht,3,2,188,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,63,69.6,78,1,1,32,0,0,0,8,-8,-3.83,-0.54,0,1,2,0,2,1,2,,,0,,,,,,,,,,,,,,,,,,
Ao Tanaka,Japan,Japan,MF,27,1998,Leeds United,3,2,193,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.93,0,0,,64,53.6,90,2,1,13,1,1.33,5,2,3,1.4,1.4,0,6,2,0,0,1,6,,,0,,,,,,,,,,,,,,,,,,
Ayase Ueda,Japan,Japan,FW,27,1998,Feyenoord,4,4,321,3.6,2,1,3,2,0,0,0,0,0.56,0.28,0.84,0.56,0.84,9,4,44.4,2.52,1.12,0.22,0.5,80,89.2,80,1,0,,0,1.25,7,5,2,0.56,-1.75,0,6,4,1,0,0,1,,,0,,,,,,,,,,,,,,,,,,
Ayumu Seko,Japan,Japan,DF,26,2000,Le Havre,2,1,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,43,23.9,74,0,1,12,2,2,2,1,1,1.05,0.39,0,1,0,0,0,1,1,,,0,,,,,,,,,,,,,,,,,,
Daichi Kamada,Japan,Japan,MF,29,1996,Crystal Palace,4,4,329,3.7,2,0,2,2,0,0,1,0,0.55,0,0.55,0.55,0.55,3,2,66.7,0.82,0.55,0.67,1,82,91.4,82,2,0,,0,1.25,7,4,3,0.82,0.82,0,2,4,1,4,1,3,,,0,,,,,,,,,,,,,,,,,,
Daizen Maeda,Japan,Japan,MF,28,1997,Celtic,3,3,244,2.7,1,0,1,1,0,0,0,0,0.37,0,0.37,0.37,0.37,2,1,50,0.74,0.37,0.5,1,81,67.8,81,1,0,,1,0.67,3,4,-1,-0.37,-3.47,0,2,1,1,3,2,3,,,0,,,,,,,,,,,,,,,,,,
Hiroki Ito,Japan,Japan,DF,27,1999,Bayern Munich,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25,0,0,,90,100,90,4,0,,0,1.25,8,5,3,0.75,,0,7,0,0,9,0,2,,,0,,,,,,,,,,,,,,,,,,
Junnosuke Suzuki,Japan,Japan,DF,22,2003,FC Copenhagen,2,0,43,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,,22,11.9,,0,2,22,2,1.5,1,1,0,0,-0.85,0,2,0,0,0,1,0,,,0,,,,,,,,,,,,,,,,,,
Junya It?,Japan,Japan,MF,33,1993,Genk,4,2,216,2.4,1,0,1,1,0,0,0,0,0.42,0,0.42,0.42,0.42,3,1,33.3,1.25,0.42,0.33,1,54,60,84,1,2,25,0,1.25,6,1,5,2.08,3.33,0,2,5,0,17,1,2,,,0,,,,,,,,,,,,,,,,,,
Kaish? Sano,Japan,Japan,MF,25,2000,Mainz 05,3,3,270,3,1,1,2,1,0,0,1,0,0.33,0.33,0.67,0.33,0.67,1,1,100,0.33,0.33,1,1,90,75,90,3,0,,1,1.33,7,4,3,1,1,0,4,1,0,1,4,2,,,0,,,,,,,,,,,,,,,,,,
Keisuke Got?,Japan,Japan,FW,21,2005,Sint-Truiden,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,7,1.9,,0,1,7,3,3,0,0,0,0,-0.76,0,0,1,0,0,0,1,,,0,,,,,,,,,,,,,,,,,,
Keisuke ?sako,Japan,Japan,GK,26,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keito Nakamura,Japan,Japan,MF,25,2000,Reims,4,4,307,3.4,1,1,2,1,0,0,0,0,0.29,0.29,0.59,0.29,0.59,5,2,40,1.47,0.59,0.2,0.5,77,85.3,77,1,0,,0,1.25,7,4,3,0.88,0.88,0,3,1,1,9,1,3,,,0,,,,,,,,,,,,,,,,,,
Kento Shiogai,Japan,Japan,FW,21,2005,Wolfsburg,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,7,1.9,,0,1,7,3,1,1,0,1,12.86,12.35,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Ko Itakura,Japan,Japan,DF,29,1997,Ajax,2,2,128,1.4,0,1,1,0,0,0,0,0,0,0.7,0.7,0,0.7,0,0,,0,0,,,64,35.6,64,1,0,,2,2,4,0,4,2.81,3.2,0,1,0,0,0,1,0,,,0,,,,,,,,,,,,,,,,,,
K?ki Ogawa,Japan,Japan,FW,28,1997,NEC Nijmegen,3,0,42,0.5,0,1,1,0,0,0,0,0,0,2.14,2.14,0,2.14,3,0,0,6.43,0,0,,14,11.7,,0,3,14,1,0.67,1,0,1,2.14,1.58,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Ritsu Doan,Japan,Japan,MF,27,1998,Frankfurt,4,4,278,3.1,0,1,1,0,0,0,0,0,0,0.32,0.32,0,0.32,1,0,0,0.32,0,0,,70,77.2,70,0,0,,0,1.25,6,4,2,0.65,-0.45,0,6,4,0,5,1,1,,,0,,,,,,,,,,,,,,,,,,
Shogo Taniguchi,Japan,Japan,DF,34,1991,Sint-Truiden,3,2,232,2.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,,77,64.4,90,2,1,52,1,0.67,4,5,-1,-0.39,-3.2,0,2,1,0,0,1,0,,,0,,,,,,,,,,,,,,,,,,
Shuto Machino,Japan,Japan,FW,26,1999,Gladbach,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,13,3.6,,0,1,13,2,0,0,1,-1,-6.92,-7.96,0,1,0,0,1,0,0,,,0,,,,,,,,,,,,,,,,,,
Takefusa Kubo,Japan,Japan,MF,25,2001,Real Sociedad,1,1,74,0.8,0,1,1,0,0,0,0,0,0,1.22,1.22,0,1.22,1,0,0,1.22,0,0,,74,20.6,74,0,0,,1,1,1,2,-1,-1.22,-2.47,0,1,1,0,0,1,0,,,0,,,,,,,,,,,,,,,,,,
Takehiro Tomiyasu,Japan,Japan,DF,27,1998,Ajax,3,2,184,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.49,0,0,,61,51.1,84,1,1,16,1,1.33,5,2,3,1.47,1.47,0,5,2,0,2,2,1,,,0,,,,,,,,,,,,,,,,,,
Tomoki Hayakawa,Japan,Japan,GK,27,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsuyoshi Watanabe,Japan,Japan,DF,29,1997,Feyenoord,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,45,25,74,0,1,16,2,1,1,2,-1,-1,-2.33,0,0,1,0,1,0,2,,,0,,,,,,,,,,,,,,,,,,
Yuito Suzuki,Japan,Japan,"FW,MF",24,2001,Freiburg,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,12,3.3,,0,1,12,3,3,1,0,1,7.5,6.98,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,,,,,,
Yukinari Sugawara,Japan,Japan,MF,25,2000,Werder Bremen,4,1,148,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,1.22,1.22,0,0,37,41.1,90,1,3,19,0,1.25,3,2,1,0.61,-0.24,0,3,1,0,4,0,3,,,0,,,,,,,,,,,,,,,,,,
Y?to Nagatomo,Japan,Japan,"DF,MF",39,1986,FC Tokyo,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,16,4.4,,0,1,16,3,1,0,0,0,0,-0.78,0,0,0,0,1,1,0,,,0,,,,,,,,,,,,,,,,,,
Zion Suzuki,Japan,Japan,GK,23,2002,Parma,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,90,100,90,4,0,,0,1.25,8,5,3,0.75,,0,0,1,0,0,0,0,,,0,4,4,360,5,1.25,17,12,70.6,1,2,1,1,25,0,0,0,0,
Abdallah Al-Fakhouri,Jordan,Jordan,GK,26,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abdallah Nasib,Jordan,Jordan,DF,32,1994,,3,3,260,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,87,96.3,87,2,0,,0,0,3,7,-4,-1.38,7.62,0,1,1,0,0,7,3,,,0,,,,,,,,,,,,,,,,,,
Ali Azaizeh,Jordan,Jordan,MF,22,2004,Al-Shabab,3,1,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3.33,0,0,,18,20,45,0,2,5,0,0,0,3,-3,-5,-4.17,0,1,1,0,1,0,3,,,0,,,,,,,,,,,,,,,,,,
Ali Olwan,Jordan,Jordan,MF,26,2000,,3,3,268,3,1,0,1,1,0,0,0,0,0.34,0,0.34,0.34,0.34,6,3,50,2.01,1.01,0.17,0.33,89,99.3,89,1,0,,0,0,3,8,-5,-1.68,-1.68,0,1,4,1,5,1,0,,,0,,,,,,,,,,,,,,,,,,
Amer Jamous,Jordan,Jordan,MF,23,2002,,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,15,5.6,,0,1,15,2,0,0,1,-1,-6,-4.59,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Anas Badawi,Jordan,Jordan,DF,28,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Husam Abu Dahab,Jordan,Jordan,DF,26,2000,,2,2,178,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,,89,65.9,89,0,0,,1,0,2,5,-3,-1.52,0.44,0,2,1,0,0,0,3,,,0,,,,,,,,,,,,,,,,,,
Ibrahim Sadeh,Jordan,Jordan,MF,26,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ihsan Haddad,Jordan,Jordan,DF,32,1994,,3,3,260,2.9,0,1,1,0,0,0,0,0,0,0.35,0.35,0,0.35,1,0,0,0.35,0,0,,87,96.3,87,2,0,,0,0,3,7,-4,-1.38,7.62,0,3,1,0,8,2,1,,,0,,,,,,,,,,,,,,,,,,
Mahmoud Al-Mardi,Jordan,Jordan,MF,32,1993,,3,1,130,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0.69,0.69,0,0,43,48.1,75,0,2,28,0,0,2,3,-1,-0.69,1.88,0,4,2,0,7,0,1,,,0,,,,,,,,,,,,,,,,,,
Mo Abualnadi,Jordan,Jordan,DF,25,2001,,1,1,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,71,26.3,71,0,0,,2,0,1,1,0,0,2.26,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Mohammad Abu Hasheesh,Jordan,Jordan,DF,31,1995,,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,6,2.2,,0,1,6,2,0,0,0,0,0,1.7,0,0,0,0,0,0,2,,,0,,,,,,,,,,,,,,,,,,
Mohammad Al-Dawud,Jordan,Jordan,"FW,MF",34,1992,,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,3,1.1,,0,1,3,2,0,0,1,-1,-30,-28.65,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Mohammad Taha,Jordan,Jordan,MF,20,2005,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohannad Abu Taha,Jordan,Jordan,DF,23,2003,,3,3,264,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.34,0,0,,88,97.8,88,2,0,,0,0,3,8,-5,-1.7,-1.7,0,2,1,0,5,6,2,,,0,,,,,,,,,,,,,,,,,,
Musa Al-Taamari,Jordan,Jordan,FW,29,1997,Rennes,3,2,215,2.4,1,1,2,1,0,0,0,0,0.42,0.42,0.84,0.42,0.84,8,3,37.5,3.35,1.26,0.13,0.33,72,79.6,85,0,1,45,0,0,3,5,-2,-0.84,4.07,0,2,3,1,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Nizar Al Rashdan,Jordan,Jordan,MF,27,1999,,3,3,255,2.8,1,0,1,1,0,0,0,0,0.35,0,0.35,0.35,0.35,2,1,50,0.71,0.35,0.5,1,85,94.4,85,2,0,,0,0,3,7,-4,-1.41,4.59,0,5,4,0,0,2,5,,,0,,,,,,,,,,,,,,,,,,
Noor Al Rawabdeh,Jordan,Jordan,MF,29,1997,,3,3,270,3,0,1,1,0,0,0,0,0,0,0.33,0.33,0,0.33,1,0,0,0.33,0,0,,90,100,90,3,0,,0,0,3,8,-5,-1.67,,0,1,0,0,0,2,7,,,0,,,,,,,,,,,,,,,,,,
Nour Bani Attiah,Jordan,Jordan,GK,33,1993,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odeh Al-Fakhouri,Jordan,Jordan,"MF,FW",20,2005,,3,2,148,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,50,1.22,0.61,0,0,49,54.8,67,0,1,15,0,0,1,5,-4,-2.43,-1.69,0,2,3,1,1,2,1,,,0,,,,,,,,,,,,,,,,,,
Rajaei Ayed,Jordan,Jordan,MF,32,1993,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saed Al-Rosan,Jordan,Jordan,DF,29,1997,,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,10,3.7,,0,1,10,2,0,0,1,-1,-9,-7.62,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Salim Obaid,Jordan,Jordan,DF,34,1992,,3,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,7,7.8,,0,3,7,0,0,0,2,-2,-8.57,-7.49,0,1,0,0,0,0,2,,,0,,,,,,,,,,,,,,,,,,
Sharara,Jordan,Jordan,FW,28,1997,,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,,1,0.7,,0,2,1,1,0,0,0,0,0,1.68,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Yazan Al-Arab,Jordan,Jordan,DF,30,1996,FC Seoul,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,,90,100,90,3,0,,0,0,3,8,-5,-1.67,,0,4,0,0,0,11,1,,,1,,,,,,,,,,,,,,,,,,
Yazeed Abulaila,Jordan,Jordan,GK,33,1993,,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,90,100,90,3,0,,0,0,3,8,-5,-1.67,,0,0,0,0,0,0,0,,,0,3,3,270,8,2.67,16,8,50,0,0,3,0,0,2,2,0,0,0
Bae Jun-ho,Korea Republic,Korea Republic,"FW,MF",22,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cho Gue-sung,Korea Republic,Korea Republic,FW,28,1998,Midtjylland,2,0,31,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,50,5.81,2.9,0,0,16,11.5,,0,2,16,1,0,0,0,0,0,0.38,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Cho Wi-je,Korea Republic,Korea Republic,DF,24,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eom Ji-sung,Korea Republic,Korea Republic,MF,24,2002,Swansea City,2,0,42,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,21,15.6,,0,2,21,1,1.5,1,0,1,2.14,2.93,0,0,1,0,3,0,2,,,0,,,,,,,,,,,,,,,,,,
Hwang Hee-chan,Korea Republic,Korea Republic,FW,30,1996,Wolves,3,1,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.83,0,0,,36,40,45,0,2,32,0,1,2,0,2,1.67,3.33,0,1,2,0,0,0,1,,,0,,,,,,,,,,,,,,,,,,
Hwang In-beom,Korea Republic,Korea Republic,MF,29,1996,Feyenoord,3,3,263,2.9,1,1,2,1,0,0,0,0,0.34,0.34,0.68,0.34,0.68,4,2,50,1.37,0.68,0.25,0.5,88,97.4,88,2,0,,0,1,2,3,-1,-0.34,-0.34,0,1,1,0,2,4,2,,,0,,,,,,,,,,,,,,,,,,
Jens Castrop,Korea Republic,Korea Republic,MF,22,2003,Gladbach,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,45,16.7,,0,1,45,2,0,0,1,-1,-2,-2,0,3,0,0,3,0,0,,,0,,,,,,,,,,,,,,,,,,
Jo Hyeon-woo,Korea Republic,Korea Republic,GK,34,1991,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim Jin-gyu,Korea Republic,Korea Republic,MF,29,1997,Jeonbuk,2,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.73,0,0,,26,19.3,,0,2,26,1,1.5,0,1,-1,-1.73,-1.73,0,0,1,0,1,0,1,,,0,,,,,,,,,,,,,,,,,,
Kim Min-jae,Korea Republic,Korea Republic,DF,29,1996,Bayern Munich,3,3,245,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0.37,0.37,0,0,82,90.7,82,2,0,,0,1,2,3,-1,-0.37,-0.37,0,2,1,0,0,2,2,,,0,,,,,,,,,,,,,,,,,,
Kim Moon-hwan,Korea Republic,Korea Republic,MF,30,1995,Daejeon Hana,1,1,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,70,25.9,70,0,0,,2,0,0,1,-1,-1.29,-1.29,0,0,0,0,0,1,1,,,0,,,,,,,,,,,,,,,,,,
Kim Seung-gyu,Korea Republic,Korea Republic,GK,35,1990,FC Tokyo,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,90,100,90,3,0,,0,1,2,3,-1,-0.33,,0,0,0,0,0,0,0,,,0,3,3,270,3,1,12,9,75,1,0,2,0,0,0,0,0,0,
Kim Tae-hyeon,Korea Republic,Korea Republic,DF,25,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Dong-gyeong,Korea Republic,Korea Republic,"FW,MF",28,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Gi-hyuk,Korea Republic,Korea Republic,DF,25,2000,Gangwon FC,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,,90,100,90,3,0,,0,1,2,3,-1,-0.33,,0,2,1,0,2,5,4,,,0,,,,,,,,,,,,,,,,,,
Lee Han-beom,Korea Republic,Korea Republic,DF,23,2002,Midtjylland,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.67,0,0,,90,100,90,3,0,,0,1,2,3,-1,-0.33,,0,7,2,0,2,3,2,,,0,,,,,,,,,,,,,,,,,,
Lee Jae-sung,Korea Republic,Korea Republic,FW,33,1992,Mainz 05,2,2,117,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,50,1.54,0.77,0,0,59,43.3,59,0,0,,1,1.5,0,2,-2,-1.54,-2.13,0,1,4,1,0,2,3,,,0,,,,,,,,,,,,,,,,,,
Lee Kang-in,Korea Republic,Korea Republic,FW,25,2001,PSG,3,3,270,3,0,1,1,0,0,0,1,0,0,0.33,0.33,0,0.33,4,1,25,1.33,0.33,0,0,90,100,90,3,0,,0,1,2,3,-1,-0.33,,0,1,7,0,19,0,0,,,0,,,,,,,,,,,,,,,,,,
Lee Tae-seok,Korea Republic,Korea Republic,MF,23,2002,Austria Wien,2,2,113,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,57,41.9,57,0,0,,1,1.5,1,1,0,0,0.57,0,3,1,0,8,0,3,,,0,,,,,,,,,,,,,,,,,,
Oh Hyeon-gyu,Korea Republic,Korea Republic,FW,25,2001,Be?ikta?,3,1,129,1.4,1,0,1,1,0,0,0,0,0.7,0,0.7,0.7,0.7,4,2,50,2.79,1.4,0.25,0.5,43,47.8,73,0,2,28,0,1,1,1,0,0,0.64,0,0,1,0,1,0,0,,,0,,,,,,,,,,,,,,,,,,
Paik Seung-ho,Korea Republic,Korea Republic,MF,29,1997,Birmingham City,3,3,204,2.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,,68,75.6,68,0,0,,0,1,2,2,0,0,1.36,0,1,2,0,1,1,0,,,0,,,,,,,,,,,,,,,,,,
Park Jinseob,Korea Republic,Korea Republic,"DF,MF",30,1995,Zhejiang,2,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,2.81,2.81,0,0,16,11.9,,0,2,16,1,1.5,0,0,0,0,0.38,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Seol Young-woo,Korea Republic,Korea Republic,MF,27,1998,Red Star,3,3,250,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.72,0,0,,83,92.6,83,2,0,,0,1,2,3,-1,-0.36,-0.36,0,1,2,4,9,1,0,,,0,,,,,,,,,,,,,,,,,,
Son Heung-min,Korea Republic,Korea Republic,FW,33,1992,LAFC,3,2,169,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,14.3,3.73,0.53,0,0,56,62.6,62,0,1,45,0,1,1,3,-2,-1.07,-1.96,0,0,4,2,3,0,1,,,0,,,,,,,,,,,,,,,,,,
Song Bum-keun,Korea Republic,Korea Republic,GK,28,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yang Hyun-jun,Korea Republic,Korea Republic,"FW,MF",24,2002,Celtic,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,4.5,4.5,0,0,20,7.4,,0,1,20,2,0,0,0,0,0,0.36,0,1,0,1,0,1,1,,,0,,,,,,,,,,,,,,,,,,
Alexis Vega,Mexico,Mexico,"FW,MF",28,1997,Toluca,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,12,2.7,,0,1,12,4,3,0,0,0,0,-1.44,0,0,0,0,1,0,0,,,0,,,,,,,,,,,,,,,,,,
Armando Gonz?lez,Mexico,Mexico,FW,23,2003,Guadalajara,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,15,3.3,,0,1,15,4,3,0,0,0,0,-1.45,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
Brian Guti?rrez,Mexico,Mexico,MF,22,2003,Guadalajara,4,2,198,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,2.73,0,0,,50,44,68,0,2,32,1,2.25,3,0,3,1.36,-0.06,0,5,3,0,5,2,1,,,0,,,,,,,,,,,,,,,,,,
Carlos Acevedo,Mexico,Mexico,GK,30,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C?sar Huerta,Mexico,Mexico,"FW,MF",25,2000,Anderlecht,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,7,1.6,,0,1,7,4,3,0,0,0,0,-1.42,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,
