player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct
아치레프 아바다,알제리,알제리,DF,26,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아딜 볼이비나,알제리,알제리,FW,23,2003,,2,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,10.0,5.3,,0,2,10.0,2,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
아미네 고리,알제리,알제리,FW,26,2000,마르세유,4,3,251.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,3.0,2.0,66.7,1.08,0.72,0.33,0.5,63.0,69.7,73.0,0,1,33.0,0,1.0,4.0,5.0,-1.0,-0.36,2.12,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
아니스 하드즈 모이스사,알제리,알제리,MF,24,2002,페예노르트,3,1,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.84,0.0,0.0,,33.0,27.2,63.0,0,2,18.0,1,1.0,1.0,2.0,-1.0,-0.92,0.11,0.0,0.0,2.0,0.0,5.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
아이스사 만디,알제리,알제리,DF,34,1991,릴,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,4,0,,0,1.0,5.0,9.0,-4.0,-1.0,,0.0,0.0,5.0,0.0,0.0,4.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
파레스 차이비,알제리,알제리,MF,23,2002,프랑크푸르트,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,33.3,2.25,0.75,0.0,0.0,90.0,100.0,90.0,4,0,,0,1.0,5.0,9.0,-4.0,-1.0,,0.0,3.0,2.0,1.0,6.0,3.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
파레스 게드제미스,알제리,알제리,"FW,MF",23,2002,프로시노네,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,0.3,,0,1,1.0,3,1.0,0.0,1.0,-1.0,-90.0,-89.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
히크함 보이다,알제리,알제리,MF,26,1999,니스,3,2,128.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,43.0,35.6,54.0,0,1,20.0,1,1.0,0.0,3.0,-3.0,-2.11,-1.72,0.0,4.0,1.0,0.0,1.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
호이스셈 알,알제리,알제리,MF,27,1998,알이티하드,3,2,173.0,1.9,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.04,0.0,1.04,3.0,1.0,33.3,1.56,0.52,0.0,0.0,58.0,48.1,73.0,0,1,27.0,1,0.33,2.0,5.0,-3.0,-1.56,-1.08,0.0,1.0,2.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
입라힘 마자,알제리,알제리,"MF,FW",20,2005,레버쿠젠,4,4,351.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,27.3,2.82,0.77,0.0,0.0,88.0,97.5,88.0,3,0,,0,1.0,5.0,9.0,-4.0,-1.03,-1.03,0.0,1.0,5.0,0.0,1.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
잔 하드잠,알제리,알제리,DF,23,2003,영 보이스,3,1,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.83,0.0,0.0,,36.0,30.3,70.0,0,2,20.0,1,1.33,2.0,2.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
루카 지다네,알제리,알제리,GK,28,1998,그라나다,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,75.0,90.0,3,0,,1,1.0,2.0,6.0,-4.0,-1.33,-1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.0,3.0,270.0,6.0,2.0,14.0,8.0,57.1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
멜빈 마스틸,알제리,알제리,GK,26,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
모하메드 아미네 토이가이,알제리,알제리,DF,26,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
모하메드 아모이라,알제리,알제리,"FW,MF",26,2000,볼프스부르크,1,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,27.0,7.5,,0,1,27.0,0,0.0,0.0,1.0,-1.0,-3.33,-2.52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
나빌 벤타렙,알제리,알제리,MF,31,1994,릴,4,3,285.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32,0.0,0.0,,71.0,79.2,80.0,1,1,45.0,0,1.0,5.0,8.0,-3.0,-0.95,0.25,0.0,2.0,3.0,0.0,3.0,3.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
나드힐 벤보리,알제리,알제리,FW,26,2000,죄르,1,0,45.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,100.0,4.0,4.0,0.5,0.5,45.0,12.5,,0,1,45.0,2,3.0,2.0,0.0,2.0,4.0,5.71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
오이스사마 벤보트,알제리,알제리,GK,31,1994,,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,25.0,90.0,1,0,,3,1.0,3.0,3.0,0.0,0.0,1.33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
라픽 벡르하리,알제리,알제리,DF,24,2002,엘라스 베로나,4,4,331.0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,3.0,1.0,33.3,0.82,0.27,0.33,1.0,83.0,91.9,83.0,2,0,,0,1.0,4.0,8.0,-4.0,-1.09,-1.09,0.0,4.0,2.0,0.0,4.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
라미즈 젤로이키,알제리,알제리,MF,28,1998,트벤테,3,2,111.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,37.0,30.8,51.0,0,1,9.0,1,1.0,0.0,3.0,-3.0,-2.43,-2.07,0.0,4.0,0.0,0.0,0.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
라미 벤세바이니,알제리,알제리,DF,31,1995,도르트문트,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,,90.0,100.0,90.0,4,0,,0,1.0,5.0,9.0,-4.0,-1.0,,0.0,1.0,5.0,0.0,0.0,7.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,
란 아이트-노이리,알제리,알제리,DF,25,2001,맨체스터 시티,4,3,284.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32,0.0,0.0,,71.0,78.9,88.0,2,1,20.0,0,1.0,3.0,7.0,-4.0,-1.27,-1.27,0.0,6.0,4.0,0.0,8.0,5.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,
리드 마레즈,알제리,알제리,MF,35,1991,알아흘리,4,3,262.0,2.9,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.69,0.34,1.03,0.69,1.03,6.0,3.0,50.0,2.06,1.03,0.33,0.67,66.0,72.8,78.0,1,1,27.0,0,1.0,4.0,7.0,-3.0,-1.03,-0.11,0.0,1.0,7.0,1.0,10.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
사밀 첼구,알제리,알제리,DF,27,1999,파리 FC,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,20.0,5.6,,0,1,20.0,3,1.0,1.0,1.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
이스시네 티트라,알제리,알제리,MF,22,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지네드디네 베라이드,알제리,알제리,DF,27,1999,,2,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,13.0,6.9,,0,2,13.0,2,2.0,1.0,1.0,0.0,0.0,1.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
아레크시스 마크 알리스텔,아르헨티나,아르헨티나,MF,27,1998,리버풀,8,7,750.0,8.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.12,0.12,0.24,0.12,0.24,13.0,4.0,30.8,1.56,0.48,0.08,0.25,94.0,92.6,103.0,7,1,30.0,0,2.63,17.0,7.0,10.0,1.2,-0.3,0.0,9.0,12.0,0.0,2.0,9.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,
크리스틴 로메로,아르헨티나,아르헨티나,DF,28,1998,토트넘 홋스퍼,7,7,608.0,6.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.15,0.0,0.15,0.15,0.15,3.0,1.0,33.3,0.44,0.15,0.33,1.0,87.0,75.1,87.0,2,0,,1,2.57,12.0,6.0,6.0,0.89,-1.34,0.0,9.0,3.0,0.0,0.0,11.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,
에미리노 말티네즈,아르헨티나,아르헨티나,GK,33,1992,아스톤 빌라,8,8,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,101.0,100.0,101.0,8,0,,0,2.63,19.0,8.0,11.0,1.22,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,8.0,8.0,810.0,8.0,0.89,28.0,20.0,71.4,7.0,0.0,1.0,2.0,25.0,0.0,0.0,0.0,0.0,
엔조 펠난데즈,아르헨티나,아르헨티나,MF,25,2001,첼시,7,7,659.0,7.3,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.27,0.0,0.27,0.27,0.27,12.0,4.0,33.3,1.64,0.55,0.17,0.5,94.0,81.4,94.0,5,0,,1,2.57,14.0,6.0,8.0,1.09,-0.7,1.0,12.0,6.0,1.0,5.0,6.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,
에크세쿨 파라키스,아르헨티나,아르헨티나,DF,27,1998,레버쿠젠,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,11.1,90.0,1,0,,7,3.0,3.0,1.0,2.0,2.0,0.87,0.0,1.0,1.0,0.0,0.0,5.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
파쿤도 메디나,아르헨티나,아르헨티나,DF,27,1999,마르세유,5,3,308.0,3.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.29,0.29,0.0,0.29,0.0,0.0,,0.0,0.0,,,62.0,38.0,85.0,1,2,26.0,3,2.4,5.0,2.0,3.0,0.88,-0.56,0.0,3.0,2.0,1.0,1.0,2.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,
프라코 로페즈,아르헨티나,아르헨티나,FW,25,2000,팔메이라스,2,0,20.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.5,4.5,0.0,4.5,1.0,0.0,0.0,4.5,0.0,0.0,,10.0,2.5,,0,2,10.0,6,3.0,2.0,0.0,2.0,9.0,7.97,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
게로니모 룰리,아르헨티나,아르헨티나,GK,34,1992,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기바니 로 켈소,아르헨티나,아르헨티나,MF,30,1996,레알 베티스,1,1,59.0,0.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.53,0.0,1.53,1.53,1.53,1.0,1.0,100.0,1.53,1.53,1.0,1.0,59.0,7.3,59.0,0,0,,7,3.0,2.0,1.0,1.0,1.53,0.33,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
기리노 시메네,아르헨티나,아르헨티나,FW,23,2002,아틀레티코 마드리드,3,2,192.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.47,0.0,0.0,,64.0,23.7,71.0,0,1,51.0,5,2.0,2.0,3.0,-1.0,-0.47,-2.22,0.0,9.0,1.0,1.0,2.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
곤자로 몬틸,아르헨티나,아르헨티나,DF,29,1997,리버 플레이트,6,2,192.0,2.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.47,0.47,0.0,0.47,1.0,0.0,0.0,0.47,0.0,0.0,,32.0,23.7,51.0,0,4,23.0,2,2.5,9.0,0.0,9.0,4.22,3.93,0.0,4.0,2.0,0.0,4.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
준 무스소,아르헨티나,아르헨티나,GK,32,1994,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주린 알바레즈,아르헨티나,아르헨티나,FW,26,2000,아틀레티코 마드리드,8,5,602.0,6.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,11.0,5.0,45.5,1.64,0.75,0.09,0.2,75.0,74.3,96.0,2,3,40.0,0,2.63,15.0,6.0,9.0,1.35,0.48,0.0,11.0,4.0,2.0,2.0,3.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
로타로 말티네즈,아르헨티나,아르헨티나,FW,28,1997,인터 밀란,7,4,310.0,3.4,3.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,0.87,0.29,1.16,0.58,0.87,10.0,4.0,40.0,2.9,1.16,0.2,0.5,44.0,38.3,60.0,0,3,24.0,1,3.0,12.0,3.0,9.0,2.61,2.25,0.0,8.0,5.0,2.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
리느드로 파레데스,아르헨티나,아르헨티나,MF,31,1994,보카 주니어스,7,4,473.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,0.76,0.19,0.0,0.0,68.0,58.4,88.0,2,3,40.0,1,2.57,10.0,7.0,3.0,0.57,-1.57,0.0,9.0,3.0,0.0,2.0,5.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,
리오넬 메시,아르헨티나,아르헨티나,FW,38,1987,인터 마이애미,8,7,740.0,8.2,8.0,4.0,12.0,8.0,0.0,2.0,0.0,0.0,0.97,0.49,1.46,0.97,1.46,35.0,18.0,51.4,4.26,2.19,0.23,0.44,93.0,91.4,101.0,6,1,31.0,0,2.63,17.0,7.0,10.0,1.22,-0.07,0.0,3.0,20.0,5.0,54.0,0.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,
리사느드로 말티네즈,아르헨티나,아르헨티나,DF,28,1998,맨체스터 유나이티드,7,7,624.0,6.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.14,0.14,0.29,0.14,0.29,4.0,2.0,50.0,0.58,0.29,0.25,0.5,89.0,77.0,89.0,5,0,,1,2.57,14.0,6.0,8.0,1.15,-0.3,0.0,7.0,4.0,0.0,2.0,6.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,
말코스 세네시,아르헨티나,아르헨티나,DF,29,1997,본머스,2,1,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.83,0.0,0.0,,55.0,13.5,90.0,1,1,19.0,6,1.5,3.0,2.0,1.0,0.83,-0.46,0.0,0.0,3.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
나훌 모리나,아르헨티나,아르헨티나,DF,28,1998,아틀레티코 마드리드,7,5,528.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17,0.0,0.0,,75.0,65.2,84.0,1,2,54.0,1,2.57,7.0,7.0,0.0,0.0,-3.51,0.0,3.0,0.0,1.0,5.0,8.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
니코라스 곤자레즈,아르헨티나,아르헨티나,MF,28,1998,아틀레티코 마드리드,7,1,259.0,2.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.35,7.0,1.0,14.3,2.43,0.35,0.0,0.0,37.0,32.0,45.0,0,6,36.0,1,2.57,12.0,2.0,10.0,3.47,3.31,0.0,4.0,3.0,2.0,6.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
니코라스 오타멘디,아르헨티나,아르헨티나,DF,38,1988,벤피카,7,1,247.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.36,0.0,0.0,,35.0,30.5,90.0,1,6,26.0,1,2.57,8.0,2.0,6.0,2.19,1.39,0.0,4.0,4.0,1.0,0.0,6.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
니코라스 파즈,아르헨티나,아르헨티나,MF,21,2004,코모,2,1,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.27,0.0,0.0,,36.0,8.8,60.0,0,1,11.0,6,3.0,2.0,1.0,1.0,1.27,0.05,0.0,2.0,1.0,0.0,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
니코라스 탁리피코,아르헨티나,아르헨티나,DF,33,1992,리옹,7,5,476.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,68.0,58.8,86.0,2,2,22.0,1,2.57,7.0,6.0,1.0,0.19,-2.51,0.0,9.0,16.0,2.0,2.0,6.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
로드리고 데 폴,아르헨티나,아르헨티나,MF,32,1994,인터 마이애미,7,6,491.0,5.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18,0.18,0.0,0.18,2.0,1.0,50.0,0.37,0.18,0.0,0.0,70.0,60.6,79.0,1,1,19.0,1,2.57,8.0,3.0,5.0,0.92,-0.78,0.0,2.0,5.0,1.0,14.0,6.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
시고 알마다,아르헨티나,아르헨티나,MF,25,2001,아틀레티코 마드리드,5,3,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,40.0,1.87,0.75,0.0,0.0,48.0,29.8,60.0,0,2,31.0,3,3.0,6.0,1.0,5.0,1.87,0.92,0.0,2.0,2.0,2.0,1.0,0.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
바렌틴 발코,아르헨티나,아르헨티나,"DF,MF",21,2004,스트라스부르,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,20.0,2.5,,0,1,20.0,7,3.0,1.0,0.0,1.0,4.5,3.36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
아이덴 오 넬르,호주,호주,MF,27,1998,뉴욕시티 FC,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,,90.0,92.3,90.0,3,0,,0,1.25,3.0,3.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,10.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
아즈딘 흐루스티크,호주,호주,MF,29,1996,헤라클레스 알멜로,2,0,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.38,0.0,0.0,,40.0,20.5,,0,2,40.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
아레스사느드로 킬카티,호주,호주,DF,22,2003,파르마,4,4,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.69,0.0,0.0,,98.0,100.0,98.0,4,0,,0,1.25,3.0,3.0,0.0,0.0,,0.0,5.0,4.0,0.0,2.0,2.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,
아엘 마빌,호주,호주,"FW,MF",30,1995,카스테욘,1,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,,30.0,7.7,,0,1,30.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
아지즈 베히치,호주,호주,MF,35,1990,멜버른 시티,3,2,217.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.41,0.41,0.0,0.0,72.0,55.6,105.0,2,1,7.0,1,1.67,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,6.0,1.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
카메론 불게스스,호주,호주,DF,30,1995,스완지 시티,2,2,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,68.0,34.6,68.0,1,0,,2,1.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,
캄미 뎁린,호주,호주,MF,28,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
콘놀 메트칼페,호주,호주,MF,26,1999,FC 장크트파울리,4,3,315.0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,5.0,2.0,40.0,1.43,0.57,0.2,0.5,79.0,80.8,90.0,2,1,45.0,0,1.25,3.0,1.0,2.0,0.57,2.97,0.0,1.0,0.0,0.0,8.0,2.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
크리스틴 볼파토,호주,호주,MF,22,2003,사수올로,3,2,160.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,2.25,0.56,0.0,0.0,53.0,41.0,65.0,0,1,30.0,1,0.67,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,11.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
할리 소이트탈,호주,호주,DF,27,1998,레스터 시티,4,4,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.23,0.23,0.0,0.0,98.0,100.0,98.0,4,0,,0,1.25,3.0,3.0,0.0,0.0,,0.0,8.0,1.0,0.0,0.0,4.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
작크손 일비네,호주,호주,MF,33,1993,FC 장크트파울리,4,2,223.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,1.21,0.4,0.0,0.0,56.0,57.2,102.0,1,2,10.0,0,1.25,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
자콥 이타리노,호주,호주,DF,24,2001,그라처 AK,2,2,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.55,0.0,0.0,,82.0,41.8,82.0,1,0,,0,1.5,1.0,2.0,-1.0,-0.55,-0.95,0.0,0.0,0.0,0.0,8.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
